,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.41,0.31,0.64,0.37,0.25,0.12,0.47,0.3,0.2,0.29,0.36,0.0,0.11,0.33,0.29
firebird.csv,0.17,0.2,0.45,0.01,0.3,0.35,0.27,0.2,0.29,0.17,0.43,0.26,0.69,0.26,0.14
flylegacy.csv,0.69,0.06,0.0,0.69,0.81,0.84,0.24,0.09,0.77,0.33,0.64,0.47,0.17,0.72,0.04
gzigzag.csv,0.09,0.37,0.23,0.25,0.21,0.18,0.0,0.3,0.09,0.25,0.1,0.26,0.04,0.23,0.51
hydrogen.csv,0.11,0.03,0.23,0.21,0.09,0.07,0.15,0.15,0.0,0.0,0.14,0.0,0.1,0.09,0.18
mcore3d.csv,0.46,0.46,0.41,0.66,0.04,0.54,0.63,0.59,0.4,0.46,0.49,0.89,0.33,0.65,0.52
nabu-library.csv,0.51,0.51,0.59,0.58,0.53,0.43,0.68,0.7,0.56,0.33,0.46,0.53,0.0,0.56,0.52
ogrehg.csv,0.27,0.46,0.36,0.42,0.23,0.37,0.28,0.15,0.28,0.29,0.01,0.21,0.7,0.33,0.26
qgo.csv,0.21,0.0,0.45,0.33,0.4,0.06,0.3,0.15,0.13,0.42,0.27,0.21,0.15,0.4,0.32
qtractor.csv,0.3,0.31,0.59,0.3,0.3,0.21,0.41,0.28,0.36,0.04,0.26,0.37,0.18,0.51,0.36
rhex.csv,0.0,0.17,0.14,0.28,0.02,0.06,0.35,0.13,0.01,0.21,0.05,0.05,0.08,0.02,0.1
rocrail.csv,0.02,0.03,0.05,0.04,0.07,0.0,0.05,0.04,0.0,0.0,0.04,0.0,0.03,0.07,0.0
webdriver.csv,0.09,0.26,0.14,0.09,0.18,0.03,0.23,0.0,0.2,0.0,0.16,0.11,0.2,0.44,0.18
xined.csv,0.04,0.83,0.27,0.1,0.14,0.18,0.13,0.13,0.07,0.04,0.09,0.11,0.78,0.0,0.05
yield.csv,0.44,0.46,0.68,0.44,0.35,0.03,0.48,0.54,0.34,0.54,0.42,0.47,0.3,0.65,0.4
