,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.64,0.65,0.78,0.63,0.68,0.72,0.61,0.61,0.66,0.61,0.62,0.03,0.86,0.52,0.66
firebird.csv,0.61,0.73,0.78,0.03,0.58,0.73,0.68,0.68,0.75,0.43,0.63,0.82,1.06,0.56,0.52
flylegacy.csv,0.69,0.97,0.0,0.71,0.84,0.85,0.79,0.85,0.83,0.82,0.75,0.84,0.65,0.75,0.86
gzigzag.csv,0.92,0.82,0.76,0.71,0.78,0.83,0.21,0.79,0.88,0.79,0.78,0.9,0.88,0.55,0.72
hydrogen.csv,0.68,0.53,0.76,0.67,0.88,0.86,0.81,0.68,0.06,0.79,0.76,0.94,0.85,0.81,0.57
mcore3d.csv,0.81,0.57,0.58,0.71,0.04,0.64,0.72,0.63,0.51,0.6,0.61,0.9,0.68,0.68,0.59
nabu-library.csv,0.51,0.61,0.78,0.76,0.66,0.62,0.79,0.97,0.67,0.79,0.63,0.56,0.01,0.69,0.67
ogrehg.csv,0.88,0.78,0.59,0.72,0.71,0.6,0.56,0.6,0.63,0.49,0.05,0.73,1.09,0.52,0.61
qgo.csv,0.54,0.0,0.54,0.55,0.6,0.62,0.57,0.47,0.4,0.6,0.65,0.83,0.74,0.64,0.37
qtractor.csv,0.65,0.46,0.7,0.56,0.64,0.62,0.66,0.52,0.44,0.04,0.54,0.6,0.74,0.55,0.37
rhex.csv,0.08,0.62,0.7,0.67,0.91,0.87,0.63,0.66,0.81,0.71,0.85,0.97,0.92,0.7,0.69
rocrail.csv,1.0,0.73,0.92,0.79,0.95,0.95,0.9,0.82,0.75,0.82,0.86,1.0,0.93,0.8,0.05
webdriver.csv,0.67,0.48,0.84,0.7,0.69,0.7,0.79,0.0,0.66,0.68,0.72,0.92,0.79,0.75,0.44
xined.csv,1.0,0.94,0.9,0.95,0.93,0.88,0.77,0.61,0.69,0.75,0.81,0.9,0.96,0.0,0.91
yield.csv,0.61,0.5,0.72,0.59,0.61,0.08,0.64,0.6,0.46,0.61,0.54,0.69,0.47,0.72,0.42
