,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.42,0.49,1.0,0.53,0.67,0.1,0.03,0.18,0.91,0.81,0.31,0.49,0.44,0.2,1.0,1.0,0.75,0.48
bionote.csv,0.11,0.1,0.0,0.08,0.33,0.1,0.45,0.2,0.0,0.06,0.0,0.47,0.17,0.15,0.5,0.0,0.25,0.6
buddata-ebxml-registry.csv,1.0,0.97,0.85,1.0,0.95,0.97,0.96,0.96,1.0,0.88,0.97,0.96,0.77,0.96,0.5,1.0,0.0,0.88
bullet.csv,0.21,0.63,0.16,0.87,0.29,0.42,0.62,0.55,0.62,0.94,0.92,0.61,0.81,0.64,0.5,0.0,0.25,0.6
bulmages.csv,0.0,0.02,1.0,0.06,0.1,0.26,0.0,0.44,0.03,0.12,0.03,0.2,0.06,0.42,0.0,0.0,0.25,0.76
bwapi.csv,1.0,0.75,0.81,0.43,1.0,1.0,0.99,0.94,0.79,0.75,0.22,0.98,0.98,0.98,1.0,1.0,1.0,1.0
cubefs.csv,1.0,0.97,0.0,0.87,0.43,0.39,1.0,0.3,0.35,0.88,0.39,0.77,0.85,0.15,0.33,0.0,0.5,0.32
emisview.csv,0.0,0.08,0.25,0.28,0.1,0.29,0.0,0.01,0.74,0.12,0.0,0.3,0.31,0.0,0.0,0.0,0.25,0.0
java-gnome.csv,0.11,0.48,0.0,0.49,0.19,0.48,1.0,0.38,0.03,0.19,0.08,0.29,0.4,0.08,0.17,0.0,0.0,0.2
jgameai.csv,0.0,0.29,0.1,0.09,0.38,0.23,0.36,0.42,0.0,0.0,0.17,0.07,0.13,0.08,0.17,0.0,0.0,0.12
megasquirtavr.csv,1.0,0.92,0.08,1.0,0.81,0.84,1.0,0.78,1.0,1.0,0.83,0.87,0.96,0.73,1.0,1.0,1.0,0.92
mp-rechnungs-und-kundenverwaltung.csv,0.37,0.11,0.41,0.25,0.43,0.1,0.25,0.2,0.53,0.5,0.03,0.35,0.44,0.24,0.0,0.0,0.0,0.2
mptvseries.csv,0.0,0.16,0.07,0.19,0.14,0.23,0.38,0.41,0.44,0.0,0.28,0.45,0.15,0.38,0.5,0.0,0.0,0.24
oorexx.csv,0.0,0.4,0.96,0.3,0.19,0.1,0.03,0.45,0.12,0.19,0.86,0.28,0.13,0.59,0.17,0.0,0.0,0.36
somap.csv,0.63,0.86,0.97,0.72,1.0,0.71,0.99,0.98,0.59,1.0,0.92,0.87,0.81,0.96,0.0,0.0,1.0,1.0
tktoolkit.csv,0.05,0.32,0.3,0.91,0.33,0.65,0.14,0.32,0.94,0.5,0.36,0.54,0.96,0.45,0.17,0.0,0.25,0.44
xharbour.csv,0.05,0.9,0.77,0.81,0.48,0.58,0.52,0.78,1.0,0.31,0.83,0.69,0.62,0.89,1.0,1.0,0.75,0.8
