,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.82,0.3,0.0,0.37,0.57,0.67,0.11,0.17,0.32,0.24,0.35,0.49,0.41,0.72,0.0,0.0,0.45,0.44
bionote.csv,0.64,0.0,0.0,0.11,0.37,0.19,0.45,0.47,0.01,0.02,0.07,0.64,0.87,0.52,0.27,0.15,0.18,0.57
buddata-ebxml-registry.csv,0.0,0.13,0.46,0.0,0.21,0.13,0.17,0.17,0.0,0.4,0.13,0.17,0.6,0.17,0.81,0.0,0.93,0.4
bullet.csv,0.55,0.56,0.4,0.29,0.74,0.74,0.67,0.5,0.62,0.24,0.29,0.58,0.38,0.51,0.56,0.39,0.43,0.62
bulmages.csv,0.0,0.0,0.0,0.0,0.32,0.56,0.0,0.71,0.05,0.13,0.13,0.34,0.0,0.67,0.09,0.12,0.01,0.56
bwapi.csv,0.0,0.57,0.53,0.57,0.0,0.0,0.05,0.24,0.52,0.62,0.78,0.09,0.09,0.09,0.0,0.0,0.0,0.0
cubefs.csv,0.0,0.13,0.12,0.39,0.5,0.29,0.0,0.17,0.7,0.39,0.28,0.5,0.45,0.24,0.62,0.36,0.66,0.13
emisview.csv,0.0,0.1,0.39,0.74,0.09,0.24,0.0,0.0,0.43,0.0,0.01,0.4,0.63,0.0,0.18,0.15,0.35,0.04
java-gnome.csv,0.26,0.44,0.18,0.59,0.25,0.29,0.0,0.17,0.4,0.81,0.09,0.34,0.62,0.2,0.45,0.36,0.41,0.13
jgameai.csv,0.04,0.64,0.12,0.11,0.19,0.13,0.38,0.27,0.06,0.05,0.21,0.07,0.14,0.09,0.12,0.11,0.01,0.1
megasquirtavr.csv,0.0,0.3,0.55,0.0,0.52,0.48,0.0,0.53,0.0,0.0,0.49,0.41,0.17,0.56,0.0,0.0,0.0,0.3
mp-rechnungs-und-kundenverwaltung.csv,0.63,0.15,0.47,0.2,0.48,0.0,0.3,0.47,0.53,0.68,0.1,0.53,0.7,0.51,0.41,0.38,0.18,0.48
mptvseries.csv,0.57,0.18,0.35,0.44,0.25,0.7,0.58,0.5,0.53,0.05,0.24,0.53,0.54,0.52,0.17,0.6,0.22,0.4
oorexx.csv,0.18,0.3,0.17,0.43,0.55,0.19,0.05,0.57,0.12,0.09,0.38,0.3,0.29,0.59,0.2,0.49,0.35,0.7
somap.csv,0.6,0.42,0.13,0.63,0.0,0.31,0.05,0.09,0.58,0.0,0.3,0.42,0.47,0.17,0.84,0.71,0.0,0.0
tktoolkit.csv,0.11,0.22,0.44,0.31,0.67,0.61,0.56,0.22,0.23,0.58,0.35,0.54,0.17,0.64,0.4,0.45,0.4,0.66
xharbour.csv,0.8,0.35,0.58,0.5,0.5,0.7,0.61,0.51,0.0,0.46,0.42,0.61,0.7,0.37,0.0,0.0,0.58,0.49
