,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.33,0.76,0.56,0.5,0.39,0.6,0.83,0.76,0.47,0.78,0.67,0.55,0.69,0.66,0.41,0.37,0.56,0.48
bionote.csv,0.41,0.83,0.0,0.83,0.45,0.83,0.41,0.52,0.0,0.5,0.86,0.38,0.56,0.68,0.75,0.86,0.91,0.39
buddata-ebxml-registry.csv,0.39,0.48,0.52,0.3,0.37,0.35,0.4,0.43,0.42,0.38,0.47,0.35,0.38,0.43,0.35,0.31,0.34,0.36
bullet.csv,0.35,0.63,0.89,0.41,0.39,0.46,0.41,0.51,0.45,0.38,0.53,0.44,0.43,0.56,0.51,0.6,0.7,0.46
bulmages.csv,0.0,0.0,0.55,0.67,0.62,0.61,0.0,0.37,0.75,0.88,0.93,0.88,0.67,0.46,0.8,0.83,0.5,0.39
bwapi.csv,0.39,0.52,0.53,0.44,0.38,0.35,0.4,0.46,0.49,0.39,0.63,0.36,0.37,0.42,0.34,0.34,0.5,0.38
cubefs.csv,0.39,0.49,0.5,0.34,0.49,0.76,0.4,0.93,0.51,0.4,0.73,0.38,0.37,0.96,0.46,0.56,0.38,0.92
emisview.csv,0.0,0.86,0.52,0.5,0.86,0.77,0.0,0.0,0.52,0.5,0.0,0.73,0.67,0.0,0.91,0.86,0.64,0.0
java-gnome.csv,0.95,0.59,0.67,0.5,0.94,0.65,0.4,0.97,0.89,0.45,0.92,0.75,0.54,0.94,0.5,0.56,0.58,0.89
jgameai.csv,0.67,0.76,0.89,0.86,0.95,0.89,0.95,0.97,0.75,0.5,0.96,0.9,0.88,0.92,0.88,0.8,0.0,0.83
megasquirtavr.csv,0.39,0.52,0.69,0.3,0.4,0.39,0.4,0.41,0.41,0.38,0.49,0.38,0.36,0.56,0.36,0.35,0.39,0.39
mp-rechnungs-und-kundenverwaltung.csv,0.31,0.9,0.49,0.76,0.35,0.67,0.57,0.52,0.48,0.37,0.91,0.52,0.52,0.46,0.69,0.68,0.9,0.48
mptvseries.csv,0.41,0.71,0.73,0.68,0.76,0.5,0.57,0.47,0.47,0.5,0.61,0.45,0.67,0.57,0.86,0.41,0.83,0.58
oorexx.csv,0.92,0.66,0.54,0.72,0.47,0.83,0.8,0.44,0.92,0.86,0.54,0.8,0.89,0.44,0.92,0.44,0.75,0.4
somap.csv,0.42,0.47,0.53,0.34,0.36,0.57,0.4,0.44,0.51,0.37,0.48,0.35,0.4,0.44,0.4,0.39,0.36,0.38
tktoolkit.csv,0.89,0.6,0.73,0.35,0.44,0.41,0.76,0.8,0.42,0.45,0.75,0.39,0.36,0.57,0.54,0.52,0.68,0.5
xharbour.csv,0.37,0.53,0.57,0.32,0.51,0.38,0.56,0.46,0.41,0.66,0.49,0.39,0.49,0.46,0.33,0.32,0.38,0.42
