,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.93,0.92,0.95,0.98,0.75,0.8,0.8,0.92,0.85,0.67,0.89,0.99,0.91
e-bio-flow.csv,0.83,0.63,0.95,0.73,0.88,0.92,0.71,0.64,0.97,0.88,0.94,0.99,0.95
jas.csv,0.75,0.83,0.75,0.95,0.88,0.75,0.67,0.67,0.96,0.0,0.0,0.98,0.86
jbpm.csv,0.75,0.9,0.67,0.98,0.8,0.83,0.88,0.75,0.96,0.5,0.0,0.91,0.75
jgossipforum.csv,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.75,0.0
jmonkeyengine.csv,0.79,0.95,0.95,0.99,0.98,0.88,0.82,0.91,0.94,0.88,0.67,0.98,0.77
joustsim.csv,0.83,0.73,0.82,0.98,0.71,0.67,0.62,0.76,0.87,0.82,0.77,0.67,0.91
log4net.csv,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.73,0.87,0.4,0.54,0.58,0.56,0.35,0.55,0.64,0.57,0.62,0.56,0.58
piccolo2d.csv,0.83,0.9,0.91,0.96,0.75,0.5,0.67,0.83,0.5,0.0,0.0,0.95,0.0
pustefix.csv,0.61,0.62,0.89,0.9,0.6,0.77,0.76,0.68,0.48,0.88,0.91,0.97,0.92
reaper3d.csv,0.72,0.67,0.95,0.99,0.96,0.5,0.93,0.9,0.97,0.93,0.86,0.5,0.96
sblim.csv,0.92,0.81,0.0,0.93,0.88,0.86,0.88,0.86,0.86,0.0,0.5,0.83,0.88
