,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.94,0.09,0.46,0.08,0.0,0.04,0.22,0.2,0.4,0.09,0.12,0.17,0.38
e-bio-flow.csv,0.25,0.59,0.38,0.38,0.0,0.22,0.33,0.93,0.2,0.27,0.0,0.19,0.0
jas.csv,0.06,0.27,0.0,0.04,0.0,0.04,0.0,0.03,0.6,0.0,0.0,0.15,0.88
jbpm.csv,0.0,0.09,0.08,0.94,0.0,0.09,0.11,0.0,0.4,0.0,0.0,0.03,0.0
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0
jmonkeyengine.csv,0.25,0.41,0.31,0.25,0.0,0.17,0.94,0.13,0.0,0.09,0.12,0.14,0.25
joustsim.csv,0.0,0.27,0.46,0.15,0.0,0.35,0.33,0.27,0.8,1.0,0.12,0.29,0.62
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.31,0.27,0.69,0.54,0.0,0.39,0.56,0.47,0.6,0.55,0.62,0.99,0.5
piccolo2d.csv,0.12,0.23,0.85,0.13,0.0,0.04,0.06,0.1,0.0,0.0,0.0,0.08,0.0
pustefix.csv,0.5,0.55,0.08,0.37,0.67,0.96,0.28,0.5,1.0,0.45,0.12,0.12,0.0
reaper3d.csv,0.38,0.73,0.15,0.17,0.33,0.0,0.22,0.1,0.2,0.27,0.88,0.01,0.5
sblim.csv,0.06,0.95,0.08,0.08,0.0,0.09,0.06,0.13,0.0,0.0,0.0,0.02,0.0
