,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.0,10.0,8.0,23.0,133.0,2.0,0.0,1.0,35.0,2.0,5.0,0.0,6.0
e-bio-flow.csv,2.0,0.0,11.0,1.0,133.0,3.0,4.0,0.0,27.0,4.0,107.0,0.0,124.0
jas.csv,1.0,7.0,94.0,6.0,133.0,2.0,67.0,2.0,9.0,70.0,107.0,0.0,0.0
jbpm.csv,78.0,7.0,2.0,0.0,133.0,2.0,3.0,81.0,11.0,70.0,107.0,1.0,124.0
jgossipforum.csv,78.0,105.0,94.0,431.0,133.0,84.0,67.0,81.0,0.0,70.0,107.0,0.0,124.0
jmonkeyengine.csv,4.0,0.0,9.0,1.0,133.0,5.0,0.0,1.0,224.0,23.0,1.0,0.0,9.0
joustsim.csv,78.0,15.0,4.0,2.0,133.0,6.0,1.0,1.0,28.0,0.0,3.0,0.0,1.0
log4net.csv,78.0,105.0,94.0,431.0,0.0,84.0,67.0,81.0,224.0,70.0,107.0,367.0,124.0
ngl.csv,7.0,0.0,17.0,9.0,133.0,7.0,10.0,1.0,32.0,11.0,7.0,0.0,0.0
piccolo2d.csv,3.0,2.0,0.0,3.0,133.0,0.0,0.0,3.0,224.0,70.0,107.0,0.0,124.0
pustefix.csv,0.0,8.0,22.0,1.0,17.0,0.0,10.0,1.0,73.0,0.0,9.0,0.0,124.0
reaper3d.csv,15.0,0.0,13.0,1.0,47.0,84.0,0.0,2.0,32.0,9.0,0.0,0.0,1.0
sblim.csv,3.0,0.0,0.0,6.0,133.0,1.0,5.0,0.0,224.0,70.0,107.0,0.0,124.0
