,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.06,0.92,0.56,0.93,1.0,0.96,0.84,0.81,0.65,0.91,0.91,0.91,0.63
e-bio-flow.csv,0.76,0.61,0.64,0.67,1.03,0.79,0.69,0.07,0.81,0.73,1.01,0.86,1.01
jas.csv,0.94,0.74,1.0,0.96,1.02,0.96,1.0,0.97,0.41,1.0,1.0,0.86,0.12
jbpm.csv,1.0,0.91,0.92,0.06,1.0,0.92,0.9,1.0,0.61,1.0,1.0,0.97,1.0
jgossipforum.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.98,1.0
jmonkeyengine.csv,0.84,0.61,0.72,0.77,1.05,0.89,0.06,0.88,1.0,0.99,0.88,0.86,0.91
joustsim.csv,1.04,0.77,0.55,0.85,1.02,0.69,0.73,0.75,0.28,0.0,0.9,0.72,0.38
log4net.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ngl.csv,0.74,0.75,0.56,0.56,1.05,0.66,0.61,0.63,0.49,0.54,0.51,0.01,0.57
piccolo2d.csv,0.88,0.78,0.15,0.87,1.0,0.96,0.95,0.9,1.0,1.0,1.0,0.92,1.0
pustefix.csv,0.67,0.58,0.98,0.71,0.51,0.04,0.76,0.67,0.54,0.55,0.88,0.88,1.01
reaper3d.csv,0.82,0.44,0.88,0.85,0.76,1.0,0.8,0.91,0.82,0.75,0.12,0.99,0.54
sblim.csv,0.95,0.05,0.92,0.92,1.0,0.92,0.95,0.87,1.0,1.0,1.0,0.98,1.0
