,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.86,0.77,0.94,0.82,0.48,0.52,0.87,0.91,0.76,0.48,0.88,0.84,0.47,1.0,0.5,0.72,0.6,0.74,0.8,0.91
autofac.csv,0.74,0.85,0.82,0.26,0.76,0.71,0.53,0.82,0.71,0.6,0.91,0.73,0.63,0.65,0.58,0.41,0.75,0.48,0.71,0.52
avisynth2.csv,0.79,0.75,0.81,0.87,1.0,0.97,0.88,0.97,0.9,1.0,1.0,0.79,0.86,0.03,1.0,0.96,0.88,0.55,0.99,1.0
azureus.csv,0.31,0.83,0.86,0.78,0.72,0.55,0.86,0.86,0.57,0.65,0.9,0.31,0.51,0.98,0.82,0.91,0.68,0.68,0.77,0.57
coot.csv,1.02,0.95,1.0,0.87,0.78,0.82,0.9,0.74,0.79,0.72,0.8,0.8,0.97,1.0,0.93,1.05,0.94,1.0,0.73,0.46
dsworkbench.csv,0.72,0.32,0.26,0.87,0.95,0.95,0.95,0.85,0.67,0.88,0.9,0.84,0.82,1.1,0.86,0.56,0.79,0.71,0.93,0.94
forester-atv.csv,0.66,0.4,0.72,0.74,0.84,0.76,0.75,0.86,0.66,0.76,0.69,0.79,0.78,0.51,0.72,0.82,0.82,0.48,0.91,0.65
freelords.csv,0.53,0.97,0.52,0.65,0.71,0.65,0.5,0.83,0.73,0.63,0.79,0.91,0.63,0.77,0.47,0.5,0.83,0.47,0.87,0.63
gabel.csv,0.99,0.62,0.67,0.56,0.82,0.77,0.4,0.82,0.61,0.26,0.41,0.62,0.67,0.72,0.72,0.63,0.62,0.88,0.84,0.97
geotools.csv,0.56,0.67,0.74,0.59,0.87,0.64,0.61,0.83,0.55,0.69,0.62,0.8,0.96,0.66,0.63,0.5,0.51,0.76,0.9,0.84
gephex.csv,0.78,0.87,0.94,0.85,0.76,0.6,0.68,0.81,0.69,0.78,0.89,0.71,0.97,1.07,0.89,1.0,0.64,0.72,0.49,0.85
google-collections.csv,0.19,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.96,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.65,0.58,0.83,0.8,1.0,0.94,0.38,0.89,0.66,0.77,0.69,0.68,0.93,1.0,0.75,0.58,0.83,0.59,1.0,1.0
mycila.csv,1.0,0.79,0.76,0.85,1.0,0.88,0.83,0.76,0.96,0.84,0.28,0.59,0.71,0.69,0.71,0.99,0.63,0.85,0.92,0.61
neodatis-odb.csv,1.09,0.89,0.74,0.6,0.86,0.88,0.86,0.42,0.72,0.88,0.61,0.56,0.83,0.74,0.72,0.86,0.81,0.94,0.65,0.52
octet.csv,0.49,0.76,0.69,0.75,0.69,0.77,0.87,0.67,0.76,0.69,0.82,0.71,0.49,0.89,0.21,0.66,0.58,0.89,0.66,0.7
pokenetonline.csv,0.81,0.85,0.94,0.68,0.64,0.53,0.6,0.8,0.51,0.67,0.71,0.91,0.32,0.86,0.36,0.33,0.67,0.43,0.61,0.77
scenemonitor.csv,0.62,0.69,0.59,0.62,0.71,0.44,0.46,0.74,0.3,0.43,0.93,0.41,0.8,0.24,0.76,0.66,0.69,0.65,0.75,0.55
servicestack.csv,0.96,0.51,0.9,0.86,1.0,0.97,0.94,0.82,0.95,1.0,0.91,0.88,0.85,0.38,0.86,0.85,0.91,0.31,1.0,1.0
twostep.csv,0.97,0.65,0.73,0.82,0.63,0.62,0.39,0.83,0.73,0.51,0.74,0.58,0.62,0.77,0.52,0.21,0.64,0.41,0.74,0.5
