,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.0,0.75,0.94,0.79,0.27,0.36,0.27,0.79,0.12,0.41,0.36,0.06,0.12,1.0,0.25,0.71,0.58,0.74,0.78,0.24
autofac.csv,0.5,0.82,0.06,0.09,0.19,0.43,0.34,0.76,0.09,0.47,0.76,0.63,0.28,0.65,0.39,0.13,0.57,0.09,0.59,0.46
avisynth2.csv,0.0,0.18,0.12,0.12,0.02,0.0,0.05,0.03,0.03,0.03,0.07,0.25,0.12,0.03,0.0,0.02,0.07,0.15,0.05,0.0
azureus.csv,0.0,0.82,0.81,0.73,0.44,0.43,0.85,0.84,0.16,0.65,0.57,0.22,0.48,0.98,0.8,0.91,0.67,0.61,0.68,0.51
coot.csv,1.0,0.35,0.0,0.09,0.33,0.68,0.9,0.6,0.75,0.71,0.69,0.75,0.8,0.03,0.92,0.62,0.52,0.0,0.61,0.32
dsworkbench.csv,0.0,0.25,0.19,0.12,0.0,0.04,0.1,0.13,0.16,0.04,0.05,0.25,0.04,0.45,0.04,0.31,0.2,0.04,0.02,0.16
forester-atv.csv,0.5,0.35,0.5,0.27,0.1,0.39,0.24,0.01,0.62,0.14,0.33,0.75,0.72,0.39,0.08,0.16,0.29,0.33,0.22,0.3
freelords.csv,0.5,0.98,0.5,0.61,0.54,0.57,0.44,0.8,0.72,0.63,0.76,0.91,0.24,0.77,0.37,0.47,0.82,0.3,0.83,0.59
gabel.csv,0.0,0.3,0.5,0.09,0.1,0.11,0.2,0.53,0.12,0.23,0.29,0.2,0.64,0.27,0.12,0.16,0.44,0.02,0.2,0.0
geotools.csv,0.5,0.65,0.69,0.42,0.85,0.32,0.39,0.76,0.38,0.64,0.48,0.8,0.96,0.56,0.25,0.47,0.3,0.76,0.9,0.81
gephex.csv,0.0,0.57,0.94,0.85,0.75,0.54,0.61,0.79,0.47,0.68,0.55,0.22,0.96,0.37,0.88,1.0,0.62,0.7,0.39,0.84
google-collections.csv,0.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.96,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.0,0.35,0.44,0.12,0.0,0.0,0.37,0.21,0.28,0.15,0.33,0.21,0.16,0.02,0.24,0.22,0.4,0.04,0.0,0.0
mycila.csv,1.0,0.2,0.75,0.85,1.0,0.11,0.63,0.47,0.94,0.84,0.19,0.49,0.64,0.69,0.65,0.91,0.55,0.54,0.9,0.43
neodatis-odb.csv,1.0,0.8,0.19,0.36,0.1,0.18,0.68,0.27,0.16,0.62,0.1,0.22,0.16,0.66,0.43,0.13,0.33,0.04,0.44,0.22
octet.csv,0.0,0.57,0.44,0.67,0.23,0.18,0.51,0.26,0.12,0.29,0.43,0.34,0.16,0.89,0.16,0.64,0.31,0.11,0.59,0.59
pokenetonline.csv,0.0,0.85,0.94,0.52,0.44,0.36,0.37,0.77,0.41,0.62,0.64,0.91,0.12,0.79,0.33,0.31,0.66,0.39,0.51,0.73
scenemonitor.csv,0.0,0.65,0.5,0.39,0.35,0.25,0.29,0.56,0.22,0.41,0.48,0.3,0.16,0.24,0.25,0.6,0.62,0.37,0.32,0.41
servicestack.csv,0.0,0.22,0.31,0.03,0.0,0.11,0.02,0.11,0.03,0.03,0.12,0.07,0.0,0.18,0.02,0.0,0.05,0.2,0.0,0.0
twostep.csv,0.0,0.65,0.69,0.82,0.23,0.25,0.32,0.79,0.72,0.51,0.74,0.53,0.6,0.69,0.29,0.2,0.59,0.37,0.61,0.32
