,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.22,0.26,0.57,0.53,0.68,0.3,0.48,0.76,0.85
bzbyte.csv,0.07,0.0,0.56,0.08,0.0,0.36,0.53,0.83,0.0
encog-java.csv,0.36,0.14,0.17,0.45,0.42,0.11,0.09,0.48,0.19
galaxium.csv,0.22,0.28,0.52,0.56,0.52,0.3,0.71,0.77,0.66
h2database.csv,0.33,0.43,0.22,0.65,0.41,0.29,0.51,0.53,0.22
haphazard.csv,0.23,0.1,0.51,0.5,0.31,0.43,0.4,0.62,0.47
jaql.csv,0.26,0.25,0.25,0.66,0.48,0.16,0.34,0.65,0.28
raven-monitoring.csv,0.22,0.22,0.66,0.46,0.2,0.37,0.42,0.6,0.38
v8.csv,0.05,0.27,0.48,0.42,0.48,0.3,0.38,0.33,0.9
