,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.0,0.0,4.0,10.0,0.0,64.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0
echongl.csv,37.0,0.0,7.0,15.0,0.0,117.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
les-indemodables.csv,0.0,1.0,6.0,5.0,0.0,72.0,3.0,0.0,7.0,0.0,0.0,5.0,0.0
mbse.csv,0.0,0.0,4.0,1.0,1.0,117.0,4.0,0.0,1.0,9.0,4.0,4.0,1.0
ns-3-dev-def-routing.csv,57.0,1.0,3.0,0.0,0.0,27.0,0.0,0.0,7.0,0.0,1.0,19.0,2.0
psycle.csv,0.0,0.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qpe.csv,17.0,2.0,7.0,2.0,0.0,117.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0
simplewebservices.csv,0.0,0.0,3.0,0.0,0.0,64.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
v8.csv,0.0,0.0,15.0,0.0,0.0,117.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0
wikipediardware.csv,0.0,0.0,6.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wxstudio.csv,52.0,0.0,7.0,20.0,0.0,47.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0
xamj.csv,75.0,1.0,2.0,0.0,1.0,63.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0
