,f1,g,recall,precision,pf,wins
acegisecurity.csv,0.51,0.61,0.65,0.45,0.5,9
echongl.csv,0.4,0.48,0.62,0.42,0.42,5
les-indemodables.csv,0.48,0.56,0.63,0.49,0.38,11
mbse.csv,0.46,0.45,0.46,0.45,0.34,4
ns-3-dev-def-routing.csv,0.44,0.53,0.74,0.4,0.43,8
psycle.csv,0.56,0.59,0.85,0.43,0.7,10
qpe.csv,0.46,0.52,0.5,0.44,0.31,6
simplewebservices.csv,0.44,0.47,0.68,0.42,0.72,1
v8.csv,0.47,0.49,0.68,0.38,0.71,2
wikipediardware.csv,0.56,0.44,0.92,0.39,0.86,3
wxstudio.csv,0.22,0.2,0.17,0.41,0.21,0
xamj.csv,0.46,0.51,0.62,0.43,0.39,7
