,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.46,0.38,0.67,0.42,0.49,0.73
kmess.csv,0.8,0.88,0.67,0.96,0.93,0.44
minig.csv,0.37,0.44,0.47,0.43,0.83,0.53
ossbuild.csv,0.85,0.47,0.57,0.99,0.88,0.53
rezilla.csv,0.52,0.94,0.9,0.57,0.0,0.43
webdriver.csv,0.89,0.47,0.49,0.67,0.55,0.4
