,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.83,0.96,0.0,0.76,0.92,0.91,0.79,0.67
ibatisdb.csv,0.89,0.89,0.94,0.69,0.69,0.9,0.08,0.91
log4net.csv,1.0,1.0,0.99,0.0,1.0,1.0,1.0,1.0
ofbiz.csv,0.71,0.8,0.88,0.72,0.8,0.02,0.76,0.74
opensim4opencog.csv,0.83,1.0,0.65,1.01,0.04,0.85,0.96,0.97
openwbem.csv,0.05,0.74,1.0,0.92,0.74,0.63,0.8,0.92
power-architect.csv,0.72,1.0,0.63,0.95,0.94,0.85,0.67,0.0
x-ray-mule.csv,0.93,0.0,0.67,0.76,0.8,0.68,0.97,0.84
