,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.38,0.63,0.44,0.75
k3b.csv,0.39,0.78,0.5,0.74
mp-rechnungs-und-kundenverwaltung.csv,0.09,0.43,0.5,0.38
thrust.csv,0.54,0.39,0.15,0.28
