,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,176.0,97.5,99.0,97.5
k3b.csv,190.0,97.5,99.0,97.5
mp-rechnungs-und-kundenverwaltung.csv,65.0,99.0,194.0,97.5
thrust.csv,355.0,99.0,88.5,96.5
