,f1,g,recall,precision,pf,wins
elmo.csv,0.29,0.305,0.265,0.35,0.275,2
etherboot.csv,0.045000000000000005,0.005,0.034999999999999996,0.085,0.02,0
gebr.csv,0.495,0.28500000000000003,0.945,0.33999999999999997,0.925,5
gpac.csv,0.46499999999999997,0.29000000000000004,0.9550000000000001,0.37,0.9,6
gstreamer.csv,0.475,0.605,0.715,0.375,0.525,12
kml.csv,0.51,0.475,0.96,0.36,0.835,8
ktc.csv,0.49,0.56,0.525,0.595,0.235,19
mbse.csv,0.45999999999999996,0.515,0.485,0.47,0.35,10
miranda.csv,0.22,0.23,0.245,0.41000000000000003,0.15500000000000003,3
neoengine.csv,0.54,0.57,0.745,0.495,0.495,18
nicepress.csv,0.55,0.515,0.725,0.45499999999999996,0.5449999999999999,15
omseek.csv,0.22,0.18,0.15000000000000002,0.55,0.035,4
pcsx2.csv,0.45999999999999996,0.51,0.645,0.47,0.38,16
plplot.csv,0.45999999999999996,0.44,0.425,0.545,0.20500000000000002,14
rosegarden.csv,0.46499999999999997,0.575,0.68,0.44499999999999995,0.505,13
smarttag.csv,0.27,0.32,0.28500000000000003,0.495,0.165,7
vapor.csv,0.32499999999999996,0.505,0.49,0.42000000000000004,0.25,9
wxjs.csv,0.015,0.005,0.005,0.2,0.03,1
zorannt.csv,0.405,0.5249999999999999,0.635,0.44,0.39,11
zscreen.csv,0.535,0.59,0.725,0.42,0.535,17
