,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.32,0.31,0.04,0.13,0.54,0.56,0.41,0.51,0.25,0.06,0.26,0.34,0.26,0.14,0.35,0.33,0.29,0.16,0.14,0.24
etherboot.csv,0.0,0.79,0.0,0.83,0.0,0.04,0.0,0.35,0.36,0.0,1.0,0.0,0.21,0.28,0.07,0.95,0.0,0.0,0.0,0.0
gebr.csv,0.94,0.72,0.73,0.82,0.94,0.85,0.66,0.99,0.93,0.83,1.0,0.99,0.13,0.77,0.96,0.67,0.92,0.98,0.99,0.94
gpac.csv,0.03,1.0,0.97,0.96,0.99,0.93,0.43,0.9,1.0,0.34,1.0,0.43,0.84,1.0,0.81,0.9,0.81,0.82,0.98,0.5
gstreamer.csv,0.53,0.28,0.56,0.63,0.54,0.48,0.51,0.51,0.7,0.83,0.97,0.52,0.13,0.54,0.49,0.18,0.34,0.74,0.27,0.77
kml.csv,0.8,0.43,0.84,0.81,0.82,0.3,0.83,0.86,0.93,1.0,1.0,0.48,0.05,0.95,0.85,0.26,0.62,0.93,0.99,0.99
ktc.csv,0.22,0.28,0.2,0.25,0.32,0.07,0.15,0.12,0.36,0.4,0.31,0.2,0.0,0.19,0.28,0.05,0.27,0.37,0.15,0.32
mbse.csv,0.41,0.36,0.25,0.25,0.45,0.41,0.28,0.17,0.34,0.21,0.03,0.36,0.26,0.4,0.49,0.38,0.33,0.51,0.19,0.53
miranda.csv,0.44,0.0,0.38,0.01,0.0,0.11,0.14,0.38,0.46,0.06,0.03,0.17,0.0,0.33,0.57,0.03,0.0,0.4,1.0,0.42
neoengine.csv,0.22,0.96,0.3,0.43,0.75,0.26,0.25,0.42,0.41,0.87,0.56,0.92,0.11,0.19,0.56,0.64,0.61,0.36,0.68,0.83
nicepress.csv,0.25,0.79,0.85,0.33,0.32,0.3,0.28,0.25,0.75,0.87,0.46,0.99,0.47,0.82,0.26,0.59,0.69,0.5,0.72,0.81
omseek.csv,0.04,0.0,0.02,0.01,0.11,0.0,0.01,0.06,0.11,0.02,0.26,0.01,0.0,0.04,0.19,0.0,0.1,0.12,0.03,0.07
pcsx2.csv,0.53,0.78,0.16,0.17,0.34,0.85,0.23,0.52,0.33,0.51,0.41,1.0,1.0,0.05,0.35,0.18,0.35,0.18,0.43,0.88
plplot.csv,0.14,0.22,0.1,0.08,0.25,0.0,0.14,0.19,0.28,0.89,0.18,1.0,0.03,0.18,0.17,0.59,0.31,0.44,0.67,0.65
rosegarden.csv,0.43,0.55,0.95,0.5,0.62,0.11,0.24,0.3,0.8,0.51,0.26,0.89,0.08,0.33,0.4,0.08,0.54,0.71,0.63,0.72
smarttag.csv,0.32,0.07,0.09,0.46,0.31,0.3,0.19,0.3,0.16,0.04,0.21,0.01,0.0,0.04,0.41,0.03,0.17,0.38,0.01,0.12
vapor.csv,0.0,0.16,0.23,0.57,0.27,0.04,0.02,0.43,0.61,0.02,1.0,0.33,0.47,0.21,0.32,0.49,0.02,0.46,0.02,0.0
wxjs.csv,0.08,0.0,0.02,0.0,0.03,0.07,0.0,0.01,0.07,0.04,0.03,0.01,0.0,0.02,0.0,0.05,0.05,0.17,0.03,0.03
zorannt.csv,0.32,0.75,0.06,0.22,0.54,0.41,0.18,0.28,0.18,0.68,0.33,0.92,0.16,0.11,0.37,0.62,0.51,0.57,0.86,0.75
zscreen.csv,0.64,0.3,0.15,0.2,0.61,0.19,0.2,0.77,0.72,0.66,0.54,0.97,0.16,0.58,0.53,0.36,0.44,0.9,0.34,0.91
