,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.41,0.27,0.25,0.27,1.0,0.0,0.95,0.16,0.05
decidr.csv,0.76,0.69,0.36,0.31,0.82,0.54,0.05,0.0,0.2
glas.csv,0.22,0.32,0.08,0.4,0.5,0.36,0.28,0.26,0.0
hatari.csv,0.39,0.65,0.0,0.47,0.49,0.56,0.52,0.45,0.31
ltp.csv,0.14,0.53,0.11,0.07,0.02,0.07,0.05,0.08,0.07
net-snmp.csv,0.02,0.32,0.17,0.29,0.39,0.39,0.45,0.39,0.29
opde.csv,0.94,0.41,0.22,0.0,0.94,0.41,0.62,0.62,0.11
powerfolder-.csv,0.18,0.01,0.0,0.0,0.45,0.14,0.3,0.11,0.0
tcl.csv,0.22,0.12,0.08,0.29,0.19,0.08,0.0,0.04,0.04
