,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.82,0.8,0.69,0.78,0.49,0.48,0.9,0.9,0.83,0.84,0.85,0.64,0.37,1.0,0.8,0.78,0.83,1.0,0.58
autofac.csv,0.6,0.83,0.86,0.24,0.76,0.73,0.56,0.79,0.86,0.68,0.64,0.59,0.87,0.6,0.57,0.64,0.56,0.79,0.7
avisynth2.csv,0.8,0.78,0.81,0.87,1.0,0.96,0.88,0.97,0.9,0.95,0.92,0.87,1.01,0.03,0.8,1.0,0.54,1.0,0.94
dsworkbench.csv,0.86,0.37,0.33,0.9,0.95,0.86,0.95,0.89,0.58,0.93,0.76,0.92,1.0,1.04,0.75,1.0,0.94,0.75,0.81
exist.csv,1.05,0.93,0.84,1.0,0.86,0.77,1.0,0.96,0.69,0.33,1.0,0.92,0.87,0.89,0.68,1.01,1.0,0.89,1.0
forester-atv.csv,0.81,0.36,0.69,0.75,0.95,0.8,0.78,0.86,0.51,0.8,0.9,0.68,1.0,0.42,0.67,0.86,0.48,0.96,0.93
freelords.csv,0.26,0.88,0.65,0.65,0.92,0.5,0.69,0.71,0.67,0.91,0.57,0.66,1.0,0.9,0.53,0.55,0.58,1.0,0.44
gephex.csv,0.68,0.96,1.0,0.98,0.93,0.59,0.69,0.78,0.75,0.85,0.44,0.96,1.0,1.1,0.67,0.95,0.93,0.43,0.87
google-collections.csv,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,0.84,1.0,1.0,0.92,1.0,1.0,1.0,1.0
java-gnome.csv,0.9,0.76,0.58,0.69,0.55,0.81,0.8,0.72,0.71,0.75,0.75,0.74,0.26,0.82,0.85,0.75,0.69,0.72,0.82
jpaul.csv,0.69,0.57,0.86,0.7,1.0,0.9,0.36,0.84,0.62,0.92,0.95,0.83,0.98,1.01,0.66,0.62,0.72,1.0,0.83
neodatis-odb.csv,1.11,0.88,0.8,0.69,0.84,0.85,0.9,0.41,0.72,0.77,0.68,0.8,1.0,0.99,0.72,0.76,0.94,0.65,0.53
octet.csv,0.82,0.83,0.63,0.73,0.64,0.76,0.87,0.7,0.81,0.9,0.64,0.65,0.97,0.97,0.68,0.24,0.88,0.66,0.48
personalaccess.csv,0.85,0.55,0.57,0.56,0.83,0.58,0.53,0.76,0.62,0.56,0.58,0.66,1.0,0.73,0.36,0.44,0.77,0.73,0.64
pokenetonline.csv,0.55,0.88,1.0,0.69,0.66,0.52,0.48,0.84,0.49,1.0,0.92,0.42,0.93,1.0,0.84,0.44,0.45,0.67,0.48
rcp-company-uibindings.csv,0.31,0.7,0.77,0.6,0.79,0.51,0.49,0.87,0.65,0.75,0.49,0.71,0.85,0.49,0.61,0.75,0.62,0.66,0.14
scenemonitor.csv,0.61,0.74,0.81,0.5,0.68,0.52,0.47,0.76,0.31,0.82,0.55,0.62,0.85,1.0,0.58,0.72,0.66,0.82,0.62
servicestack.csv,0.96,0.53,0.78,0.9,1.0,0.95,0.88,0.8,0.95,0.64,0.81,0.8,1.0,1.02,0.74,0.72,0.35,1.0,0.86
st-filteredstatistics.csv,0.59,0.89,0.74,0.78,0.91,0.86,0.89,0.74,0.66,0.92,0.22,0.74,0.94,0.61,0.64,0.98,0.56,0.75,0.65
