,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.46,0.57,0.69,0.31,0.09,0.2,0.27,0.52,0.12
e-bio-flow.csv,0.36,0.33,0.84,0.18,0.23,0.47,0.57,0.24,0.09
jmoney.csv,0.69,0.53,0.91,0.29,0.23,0.29,0.43,0.86,0.13
jmonkeyengine.csv,0.16,0.38,0.57,0.32,0.1,0.48,0.32,0.22,0.08
jsidplay2.csv,0.5,0.26,0.92,0.19,0.17,0.25,0.47,0.72,0.1
matrex.csv,0.61,0.8,0.88,0.5,0.19,0.22,0.39,0.82,0.0
piccolo2d.csv,0.67,0.52,0.92,0.38,0.34,0.35,0.41,0.61,0.23
reaper3d.csv,0.47,0.45,0.83,0.43,0.1,0.23,0.5,0.6,0.16
sblim.csv,0.47,0.41,0.89,0.51,0.38,0.5,0.58,0.6,0.0
