,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.34,0.49,0.35,0.43,0.4,0.44,0.4,0.51,0.64,0.33,0.35,0.43,0.43,0.32
cubefs.csv,0.75,0.98,0.55,0.54,0.6,0.69,0.54,0.51,0.59,0.52,0.52,0.37,0.46,0.52
gisgraphy.csv,0.64,0.83,0.67,0.5,0.76,0.78,0.98,0.43,0.67,0.92,0.47,0.49,0.48,0.64
iaml.csv,0.59,0.61,0.58,0.51,0.51,0.47,0.54,0.94,0.78,0.45,0.45,0.6,0.6,0.35
ivatamasks.csv,0.32,0.41,0.32,0.38,0.4,0.45,0.44,0.39,0.49,0.38,0.33,0.34,0.34,0.29
kolmafia.csv,0.35,0.44,0.29,0.43,0.38,0.41,0.36,0.4,0.51,0.34,0.36,0.33,0.36,0.3
ogrehg.csv,0.66,0.49,0.44,0.46,0.55,0.48,0.57,0.5,0.62,0.35,0.46,0.47,0.37,0.46
olex2.csv,0.38,0.52,0.64,0.43,0.65,0.57,0.64,0.71,0.89,0.4,0.48,0.46,0.38,0.44
openwbem.csv,0.43,0.46,0.48,0.44,0.84,0.46,0.69,0.43,0.61,0.52,0.38,0.45,0.41,0.44
oppna-program-hsatools.csv,0.36,0.49,0.47,0.43,0.44,0.44,0.39,0.62,0.8,0.34,0.36,0.41,0.39,0.33
orc.csv,0.92,0.49,0.6,0.55,0.53,0.44,0.7,0.47,0.91,0.35,0.74,0.54,0.6,0.65
ta3d.csv,0.45,0.99,0.89,0.49,0.76,0.94,0.62,0.93,0.9,0.89,0.37,0.88,0.62,0.48
umber.csv,0.58,0.45,0.29,0.4,0.4,0.39,0.41,0.42,0.59,0.4,0.33,0.36,0.36,0.33
xcmetadataservicestoolkit.csv,0.5,0.88,0.74,0.44,0.68,0.63,0.45,0.94,0.91,0.39,0.44,0.51,0.43,0.4
