,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.25,0.83,1.0,0.9,0.8,0.95,1.0,0.95,0.87,1.0,1.0,0.95,0.98,0.99,1.0,0.95
calcubetimer.csv,0.4,0.33,0.33,0.8,0.25,0.68,0.04,0.83,0.97,0.0,0.9,0.42,0.65,0.2,0.07,0.26
chaosrts.csv,0.6,0.17,0.7,0.69,0.15,0.39,0.26,0.71,0.45,0.5,0.31,0.32,0.43,0.61,0.15,0.16
dxengine.csv,0.05,0.17,0.07,0.25,0.85,0.27,0.55,0.51,0.15,0.25,0.0,0.23,0.27,0.17,0.59,0.21
freedom-erp.csv,0.15,0.0,0.81,0.02,0.05,0.05,0.0,0.17,0.0,0.0,0.37,0.08,0.86,0.0,0.0,0.47
joustsim.csv,0.4,0.83,0.3,0.8,0.2,0.88,0.17,0.49,0.73,0.25,0.33,0.12,0.55,0.79,0.67,0.05
jsidplay2.csv,0.4,0.0,0.48,0.27,0.25,0.23,0.23,0.71,0.1,0.75,0.9,0.58,0.33,0.18,0.07,0.68
madman.csv,0.55,0.0,0.19,0.24,0.6,0.57,0.8,0.66,0.25,0.75,0.07,0.88,0.22,0.24,1.0,0.58
mclient-mume.csv,0.4,1.0,0.11,0.67,0.2,0.24,0.56,0.02,0.5,0.0,0.13,0.08,0.24,0.7,0.15,0.16
primefaces.csv,0.95,0.83,1.0,0.98,0.5,0.74,0.74,1.0,1.0,0.5,0.23,0.98,1.0,1.0,0.19,0.79
reaper3d.csv,0.45,0.67,0.15,0.29,0.45,0.45,0.12,0.06,0.2,0.0,0.64,0.15,0.2,0.38,0.81,0.21
sblim.csv,0.25,0.17,0.81,0.43,0.05,0.23,0.01,0.18,0.85,0.0,0.39,0.1,0.73,0.19,0.26,0.37
sevenupdate.csv,1.0,0.17,0.63,0.84,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,1.0,1.0
springside.csv,0.7,0.83,0.74,1.0,0.45,0.36,0.24,0.6,0.57,0.25,0.46,0.18,0.78,0.75,0.74,0.37
swtfox.csv,0.6,0.33,0.56,0.02,0.8,0.18,0.92,0.22,0.08,0.75,0.26,0.35,0.22,0.56,0.93,0.63
tmva.csv,0.95,1.0,0.7,0.59,0.9,0.81,0.54,0.68,0.27,1.0,1.0,0.92,0.61,0.67,0.81,0.89
