,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.4,0.49,0.39,0.5,0.5,0.45,0.47,0.38,0.53,0.42,0.31,0.52,0.41,0.37,0.33,0.4
calcubetimer.csv,0.62,0.52,0.9,0.55,0.4,0.42,0.83,0.35,0.52,0.44,0.29,0.35,0.65,0.9,0.89,0.55
chaosrts.csv,0.42,0.62,0.56,0.53,0.88,0.68,0.41,0.43,0.55,0.44,0.57,0.42,0.52,0.45,0.92,0.47
dxengine.csv,0.92,0.88,0.64,0.52,0.5,0.62,0.81,0.52,0.74,0.5,0.0,0.94,0.67,0.84,0.61,0.92
freedom-erp.csv,0.81,0.67,0.42,0.0,0.71,0.86,0.0,0.92,0.5,0.38,0.34,0.88,0.43,0.0,0.75,0.45
joustsim.csv,0.46,0.47,0.42,0.42,0.72,0.43,0.72,0.44,0.47,0.46,0.71,0.62,0.41,0.41,0.36,0.64
jsidplay2.csv,0.77,0.64,0.89,0.94,0.4,0.95,0.9,0.47,0.98,0.45,0.31,0.53,0.82,0.95,0.5,0.47
madman.csv,0.59,0.8,0.48,0.59,0.71,0.59,0.59,0.46,0.47,0.76,0.9,0.56,0.5,0.68,0.37,0.5
mclient-mume.csv,0.43,0.49,0.5,0.41,0.92,0.64,0.65,0.67,0.45,0.78,0.89,0.8,0.64,0.47,0.82,0.57
primefaces.csv,0.35,0.43,0.39,0.4,0.4,0.4,0.5,0.36,0.44,0.41,0.58,0.47,0.4,0.37,0.47,0.39
reaper3d.csv,0.59,0.41,0.47,0.39,0.45,0.51,0.96,0.88,0.58,0.86,0.38,0.69,0.62,0.5,0.4,0.95
sblim.csv,0.83,0.75,0.41,0.55,0.92,0.57,0.5,0.89,0.46,0.73,0.43,0.73,0.45,0.95,0.46,0.47
sevenupdate.csv,0.32,0.59,0.43,0.44,0.4,0.44,0.47,0.36,0.44,0.42,0.31,0.48,0.42,0.37,0.33,0.38
springside.csv,0.37,0.49,0.41,0.42,0.44,0.61,0.44,0.39,0.45,0.39,0.35,0.61,0.43,0.39,0.3,0.4
swtfox.csv,0.47,0.77,0.47,0.0,0.62,0.94,0.5,0.79,0.88,0.85,0.97,0.8,0.64,0.54,0.4,0.62
tmva.csv,0.32,0.44,0.59,0.46,0.4,0.55,0.46,0.42,0.49,0.43,0.31,0.5,0.41,0.36,0.32,0.38
