,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.35,0.84,1.0,0.96,0.85,0.96,1.0,0.96,0.89,1.0,1.0,0.97,0.98,0.99,1.0,0.95
calcubetimer.csv,0.85,0.63,1.02,0.89,0.37,0.68,0.96,0.97,0.99,0.14,0.9,0.45,0.99,0.9,0.83,0.77
chaosrts.csv,0.73,0.56,0.83,0.84,0.78,0.87,0.4,0.76,0.48,0.75,0.72,0.48,0.5,0.66,0.79,0.27
dxengine.csv,0.89,0.87,0.6,0.48,0.94,0.36,0.86,0.7,0.83,1.01,1.0,0.85,0.46,0.77,0.83,0.97
freedom-erp.csv,0.79,0.94,0.82,1.0,0.73,0.86,1.0,0.96,0.99,0.54,0.41,0.73,0.87,1.0,0.9,0.81
joustsim.csv,0.64,0.84,0.38,0.81,0.79,0.9,0.61,0.74,0.86,0.58,0.84,0.22,0.57,0.8,0.78,0.77
jsidplay2.csv,0.88,0.78,0.93,0.93,0.32,0.98,0.87,0.87,0.72,0.77,0.9,0.8,0.93,0.89,1.0,0.79
madman.csv,0.75,0.9,0.44,0.67,0.87,0.6,0.85,0.73,0.69,0.96,0.95,0.92,0.26,0.91,1.03,0.62
mclient-mume.csv,0.57,1.04,0.2,0.72,0.87,0.68,0.75,0.95,0.68,0.84,1.01,0.55,0.79,0.71,0.69,0.59
primefaces.csv,0.97,0.87,1.0,0.98,0.58,0.74,0.75,1.0,1.0,0.62,0.71,0.98,1.0,1.0,0.29,0.8
reaper3d.csv,0.79,0.77,0.52,0.5,0.57,0.51,0.79,0.9,0.8,0.88,0.69,0.65,0.66,0.45,0.87,0.9
sblim.csv,0.87,0.95,0.82,0.5,0.82,0.29,0.98,0.87,0.88,0.8,0.62,0.55,0.73,0.9,0.54,0.76
sevenupdate.csv,1.0,0.31,0.64,0.85,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.79,1.0,1.0,1.0
springside.csv,0.74,0.86,0.74,1.0,0.67,0.81,0.36,0.83,0.76,0.53,0.57,0.41,0.78,0.76,0.76,0.55
swtfox.csv,0.67,0.53,0.56,1.0,0.95,0.97,0.92,0.43,0.99,0.94,0.89,0.73,0.66,0.67,0.96,0.75
tmva.csv,0.95,1.02,0.86,0.68,0.91,1.09,0.59,0.81,0.36,1.0,1.0,0.93,0.62,0.68,0.82,0.89
