,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.36,0.39,0.43,0.69,0.38,0.48,0.5,0.43,0.33,0.36,0.42,0.36,0.33,0.35,0.43,0.4,0.48,0.38,0.37,0.33
bl-toolkit.csv,0.43,0.66,0.44,0.44,0.65,0.49,0.58,0.67,0.48,0.36,0.48,0.44,0.43,0.6,0.51,0.61,0.52,0.96,0.37,0.74
capcode.csv,0.68,0.6,0.68,0.6,0.61,0.48,0.66,0.81,0.88,0.94,0.88,0.86,0.45,0.96,0.4,0.75,0.97,0.78,0.97,0.99
gebr.csv,0.41,0.42,0.45,0.44,0.41,0.46,0.42,0.38,0.34,0.36,0.44,0.4,0.36,0.36,0.38,0.44,0.51,0.36,0.38,0.35
gpac.csv,0.37,0.4,0.44,0.44,0.65,0.42,0.42,0.39,0.51,0.36,0.46,0.45,0.36,0.35,0.36,0.44,0.52,0.36,0.0,0.5
gretl.csv,0.49,0.46,0.49,0.53,0.5,0.45,0.61,0.51,0.33,0.39,0.46,0.44,0.4,0.44,0.45,0.44,0.66,0.4,0.38,0.39
kindb.csv,0.43,0.41,0.42,0.53,0.58,0.52,0.42,0.49,0.33,0.57,0.45,0.47,0.48,0.36,0.38,0.29,0.51,0.38,0.54,0.31
kowari.csv,0.53,0.57,0.46,0.47,0.36,0.77,0.57,0.41,0.93,0.94,0.78,0.5,0.71,0.44,0.51,0.4,0.65,0.51,0.97,0.45
libtorrent.csv,0.38,0.41,0.45,0.59,0.36,0.53,0.46,0.37,0.34,0.38,0.48,0.4,0.41,0.37,0.37,0.44,0.52,0.39,0.39,0.38
linuxsh.csv,0.83,0.84,0.57,0.79,0.83,0.66,0.57,0.8,0.53,0.91,0.91,0.96,0.0,0.92,0.43,0.0,0.93,0.49,0.68,0.7
lmms.csv,0.36,0.46,0.67,0.75,0.83,0.44,0.91,0.94,0.37,0.39,0.83,0.38,0.47,0.46,0.63,0.39,0.53,0.8,0.41,0.51
lufa-lib.csv,0.66,0.63,0.6,0.71,0.92,0.54,0.44,0.43,0.63,0.98,0.68,0.62,0.82,0.62,0.4,0.94,0.72,0.59,0.88,0.53
mbse.csv,0.43,0.53,0.52,0.47,0.35,0.83,0.63,0.54,0.54,0.49,0.49,0.43,0.43,0.48,0.53,0.5,0.53,0.43,0.4,0.35
mcmc-jags.csv,0.37,0.42,0.45,0.58,0.76,0.43,0.47,0.42,0.34,0.37,0.44,0.43,0.36,0.42,0.44,0.42,0.6,0.35,0.4,0.35
miranda.csv,0.56,0.48,0.86,0.69,0.5,0.8,0.56,0.52,0.83,0.96,0.0,0.97,0.59,0.39,0.94,0.44,0.75,0.5,0.99,0.38
modellus.csv,0.55,0.53,0.59,0.67,0.0,0.58,0.57,0.55,0.57,0.36,0.58,0.45,0.65,0.54,0.42,0.48,0.58,0.42,0.37,0.36
mplayer-ce.csv,0.52,0.46,0.56,0.59,0.56,0.52,0.46,0.39,0.48,0.78,0.49,0.5,0.47,0.4,0.41,0.45,0.68,0.37,0.54,0.45
nicepress.csv,0.42,0.44,0.43,0.59,0.91,0.67,0.58,0.63,0.34,0.36,0.43,0.42,0.38,0.47,0.54,0.37,0.54,0.41,0.37,0.34
sbml.csv,0.38,0.41,0.45,0.42,0.36,0.43,0.42,0.34,0.32,0.34,0.42,0.31,0.33,0.33,0.35,0.34,0.52,0.33,0.35,0.32
scite-ru.csv,0.38,0.43,0.69,0.67,0.64,0.42,0.49,0.43,0.33,0.37,0.46,0.52,0.35,0.41,0.49,0.45,0.68,0.35,0.37,0.37
