,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.48,0.37,0.07,0.43,0.72
jchassis.csv,0.0,0.0,0.44,0.0,0.0
panda3d.csv,0.58,0.53,0.1,0.28,0.47
scenemonitor.csv,0.7,0.37,0.0,0.36,0.54
xcf.csv,0.4,0.42,0.0,0.76,0.63
