,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.35,0.56,0.59,0.63,0.45
jchassis.csv,0.0,0.0,0.86,0.0,0.0
panda3d.csv,0.43,0.61,0.65,0.78,0.65
scenemonitor.csv,0.5,0.74,0.89,0.83,0.5
xcf.csv,0.8,0.52,0.47,0.42,0.42
