,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.88,0.38,0.85,0.77,0.27
jchassis.csv,0.0,0.0,0.08,0.0,0.0
panda3d.csv,0.44,0.3,0.58,0.37,0.51
scenemonitor.csv,0.19,0.12,0.14,0.13,0.54
xcf.csv,0.12,0.46,0.8,0.33,0.46
