,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.11,0.44,0.9,0.1,0.33
k3b.csv,0.67,0.72,0.27,0.66,0.71
myfaces.csv,0.26,0.67,0.48,0.69,0.47
robocode.csv,0.77,0.53,0.59,0.69,0.61
zildo.csv,0.4,0.7,0.8,0.42,0.55
