,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.15,0.5,0.9,0.14,0.43
k3b.csv,0.63,0.71,0.68,0.28,0.77
myfaces.csv,0.31,0.71,0.59,0.45,0.56
robocode.csv,0.75,0.62,0.61,0.35,0.69
zildo.csv,0.47,0.71,0.8,0.27,0.64
