,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.07,0.16,0.11,0.02,0.04
k3b.csv,0.57,0.57,0.93,0.58,0.29
myfaces.csv,0.14,0.68,0.0,0.2,0.29
robocode.csv,0.25,0.77,0.52,0.38,0.42
zildo.csv,0.11,0.23,0.25,0.23,0.12
