,f1,g,recall,precision,pf,wins
alleg.csv,0.36,0.5549999999999999,0.6,0.325,0.41000000000000003,8
arm-webradio.csv,0.395,0.435,0.485,0.485,0.33999999999999997,9
bwapi.csv,0.36,0.245,0.86,0.25,0.925,2
co-ode-owl-plugins.csv,0.45,0.56,0.6799999999999999,0.495,0.41000000000000003,16
firebreath.csv,0.36,0.525,0.69,0.36,0.42,13
frogatto.csv,0.39,0.635,0.69,0.32999999999999996,0.455,14
gretl.csv,0.41000000000000003,0.52,0.615,0.325,0.47,7
jasperreports.csv,0.29,0.355,0.43,0.25,0.645,1
konversation.csv,0.27,0.38,0.33999999999999997,0.325,0.23,4
linuxsh.csv,0.265,0.25,0.33999999999999997,0.385,0.18,3
moviesandbox.csv,0.33999999999999997,0.53,0.545,0.315,0.39,6
ontomorphtab.csv,0.345,0.605,0.75,0.29000000000000004,0.48,12
opengs.csv,0.42000000000000004,0.5,0.475,0.61,0.28,15
scite-ru.csv,0.44,0.52,0.91,0.355,0.76,10
tokratan.csv,0.355,0.5,0.535,0.35,0.24,11
vrjuggler.csv,0.1,0.085,0.07,0.28500000000000003,0.07,0
wxcode.csv,0.33499999999999996,0.33,0.28500000000000003,0.39,0.175,5
xuggle.csv,0.49,0.615,0.74,0.4,0.435,17
