,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.19,0.53,0.18,0.36,0.71,0.25,0.37,0.53,0.9,0.64,0.37,0.53,0.33,0.28,0.88,0.89,0.45,0.37
arm-webradio.csv,0.33,0.45,0.14,0.37,0.63,0.27,0.06,0.14,0.75,0.69,0.1,0.27,0.35,0.43,0.76,0.97,0.25,0.18
bwapi.csv,0.95,0.84,0.94,0.97,0.51,0.97,1.0,0.95,0.38,0.65,1.0,0.9,0.95,0.99,0.21,0.17,0.82,0.91
co-ode-owl-plugins.csv,0.43,0.42,0.28,0.63,0.54,0.4,0.04,0.09,0.74,0.93,0.08,0.2,0.4,0.86,0.48,0.92,0.37,0.16
firebreath.csv,0.14,0.96,0.49,0.43,0.46,0.32,0.06,0.41,0.7,0.45,0.36,0.27,0.71,0.25,0.09,0.53,0.28,0.82
frogatto.csv,0.29,0.56,0.68,0.45,0.43,0.41,0.6,0.8,0.43,0.35,0.88,0.43,0.64,0.99,0.21,0.69,0.45,0.46
gretl.csv,0.43,0.4,0.38,0.27,0.97,0.53,0.5,0.47,0.53,0.92,0.27,0.4,0.45,0.47,0.94,0.97,0.64,0.25
jasperreports.csv,0.48,0.55,0.94,0.82,0.6,0.81,1.0,0.97,0.66,0.12,0.9,0.63,0.62,0.13,0.55,0.03,0.76,0.79
konversation.csv,0.19,0.24,0.21,0.24,0.06,0.27,0.31,0.23,0.18,0.71,0.24,0.2,0.4,0.23,0.15,0.06,0.39,0.13
linuxsh.csv,0.29,0.31,0.13,0.05,0.49,0.16,0.06,0.33,0.96,0.7,0.02,0.07,0.16,0.05,0.36,0.78,0.2,0.05
moviesandbox.csv,0.81,0.25,0.43,0.36,0.43,0.64,0.15,0.33,0.45,0.75,0.03,0.13,0.31,0.42,0.27,0.53,0.49,0.22
ontomorphtab.csv,0.19,0.91,0.52,0.48,0.66,0.48,0.46,0.74,0.71,0.48,0.42,0.3,0.75,0.3,0.36,0.28,0.45,0.82
opengs.csv,0.14,0.51,0.22,0.26,0.43,0.42,0.0,0.0,0.29,0.46,0.0,0.13,0.35,0.27,0.36,0.33,0.36,0.02
scite-ru.csv,0.76,0.73,0.56,0.55,0.86,0.71,0.17,0.87,0.83,0.99,0.76,0.37,0.55,1.0,0.82,1.0,0.76,0.81
tokratan.csv,0.19,0.42,0.21,0.2,0.43,0.27,0.0,0.11,0.03,0.23,0.42,0.4,0.49,0.56,0.03,0.03,0.25,0.7
vrjuggler.csv,0.24,0.0,0.09,0.02,0.09,0.02,0.12,0.04,0.0,0.06,0.42,0.03,0.04,0.49,0.79,0.22,0.0,0.08
wxcode.csv,0.05,0.2,0.18,0.17,0.23,0.16,0.21,0.04,0.0,0.05,0.24,0.13,0.31,0.24,0.0,0.0,0.18,0.52
xuggle.csv,0.24,0.75,0.28,0.23,0.6,0.46,0.35,0.39,0.48,0.42,0.36,0.47,0.6,0.97,0.45,0.78,0.34,0.38
