,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.65,0.35,0.42,0.42,0.65,0.55,0.55,0.45,0.5,0.44,0.62,0.68,0.6,0.67,0.44,0.51,0.61,0.89
autofac.csv,0.43,0.35,0.48,0.54,0.72,0.53,0.44,0.43,0.58,0.43,0.59,0.39,0.34,0.57,0.73,0.38,0.42,0.6
azureus.csv,0.67,0.57,0.57,0.89,0.83,0.9,0.73,0.68,0.55,0.48,0.75,0.71,0.85,0.82,0.75,0.92,0.75,0.89
dsworkbench.csv,0.6,0.61,0.42,0.5,0.96,0.6,0.5,0.5,0.88,0.6,0.8,0.47,0.43,0.69,0.46,0.93,0.69,0.74
forester-atv.csv,0.0,0.52,0.89,0.5,0.67,0.88,0.5,0.9,0.86,0.85,0.0,0.75,0.73,0.0,0.0,0.83,0.97,0.89
freelords.csv,0.39,0.59,0.42,0.39,0.46,0.43,0.44,0.42,0.37,0.47,0.42,0.46,0.44,0.5,0.56,0.39,0.49,0.61
gabel.csv,0.0,0.75,0.0,0.0,0.0,0.67,0.75,0.92,0.0,0.89,0.75,0.0,0.89,0.5,0.0,0.0,0.95,0.0
gephex.csv,0.84,0.59,0.44,0.48,0.58,0.65,0.54,0.43,0.9,0.6,0.67,0.9,0.61,0.6,0.47,0.48,0.55,0.69
google-collections.csv,0.39,0.36,0.36,0.35,0.44,0.38,0.45,0.4,0.31,0.46,0.37,0.38,0.37,0.45,0.42,0.34,0.39,0.4
javaprofiler.csv,0.42,0.44,0.63,0.69,0.47,0.56,0.64,0.47,0.57,0.45,0.77,0.44,0.55,0.8,0.65,0.43,0.53,0.48
jpaul.csv,0.59,0.46,0.43,0.89,0.0,0.75,0.62,0.74,0.78,0.59,0.86,0.54,0.6,0.82,0.86,0.0,0.95,0.92
mycila.csv,0.76,0.75,0.89,0.42,0.9,0.94,0.74,0.94,0.64,0.91,0.9,0.9,0.96,0.55,0.93,0.93,0.85,0.94
neodatis-odb.csv,0.95,0.56,0.88,0.56,0.75,0.84,0.94,0.76,0.73,0.76,0.89,0.97,0.68,0.79,0.65,0.75,0.83,0.63
octet.csv,0.47,0.35,0.36,0.71,0.93,0.58,0.69,0.62,0.82,0.49,0.88,0.36,0.37,0.86,0.88,0.95,0.5,0.83
personalaccess.csv,0.45,0.33,0.42,0.6,0.51,0.47,0.43,0.44,0.52,0.44,0.47,0.37,0.39,0.48,0.62,0.49,0.47,0.48
rcp-company-uibindings.csv,0.38,0.35,0.38,0.33,0.44,0.38,0.45,0.4,0.3,0.44,0.37,0.37,0.36,0.45,0.42,0.33,0.4,0.38
scenemonitor.csv,0.34,0.31,0.42,0.44,0.57,0.56,0.43,0.59,0.56,0.44,0.62,0.4,0.36,0.64,0.54,0.38,0.47,0.69
servicestack.csv,0.57,0.52,0.67,0.82,0.81,0.59,0.88,0.68,0.67,0.68,0.9,0.6,0.55,0.86,0.79,0.68,0.61,0.93
