,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,1.0,0.38,0.79,0.52,0.98,0.79,0.36,0.33,0.43,0.11,0.19,0.3,0.91,0.08,0.31,0.72,1.0,0.68
autofac.csv,0.96,0.45,0.86,1.0,0.72,0.7,0.5,0.35,0.67,0.15,0.06,0.37,0.92,0.11,0.6,0.69,0.97,0.65
azureus.csv,1.0,0.52,0.86,0.89,0.67,0.8,0.55,0.45,0.5,0.22,0.0,1.0,0.92,0.27,0.75,0.62,1.0,0.67
dsworkbench.csv,1.0,0.33,1.0,0.5,0.74,0.86,0.35,0.39,0.62,0.09,0.2,0.32,0.93,0.19,0.42,0.79,1.0,0.63
forester-atv.csv,1.0,1.0,1.0,1.0,0.33,0.75,0.5,0.7,0.71,0.15,0.0,0.33,0.85,1.0,1.0,0.5,0.97,0.78
freelords.csv,1.0,0.28,0.82,0.43,0.49,0.99,0.33,0.32,0.34,0.08,0.21,0.28,0.83,0.19,0.32,0.62,0.97,0.57
gabel.csv,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.17,1.0,0.89,0.25,1.0,1.0,0.5,0.0,0.0,1.0,0.0
gephex.csv,1.0,0.32,0.8,0.39,0.57,0.84,0.36,0.37,0.5,0.02,0.13,0.27,0.83,0.15,0.37,0.99,0.98,0.57
google-collections.csv,1.0,0.38,0.76,0.48,0.56,0.74,0.29,0.35,0.38,0.08,0.19,0.26,0.83,0.12,0.27,0.63,0.96,0.68
javaprofiler.csv,0.98,0.34,0.81,0.5,0.55,0.77,0.32,0.35,0.33,0.08,0.31,0.29,0.8,0.3,0.3,0.65,0.98,1.0
jpaul.csv,0.95,0.49,0.89,0.89,0.0,0.25,1.0,0.41,0.56,0.22,0.0,0.43,0.89,0.18,0.43,0.0,0.97,0.75
mycila.csv,1.0,0.5,0.83,0.44,0.62,0.82,0.13,0.31,0.27,0.0,1.0,0.31,0.8,0.08,0.13,0.73,0.96,0.44
neodatis-odb.csv,0.95,0.39,0.75,0.44,0.54,0.72,0.19,1.0,0.53,0.07,0.33,0.27,0.82,0.11,0.3,0.62,0.94,0.67
octet.csv,1.0,0.5,0.78,0.79,0.8,0.67,0.31,0.47,0.18,0.11,0.38,0.32,0.88,1.0,0.31,0.71,0.98,0.57
personalaccess.csv,1.0,0.44,0.76,0.65,0.71,0.81,0.36,0.32,0.62,0.13,0.17,0.36,1.0,0.19,0.77,0.62,0.98,0.69
rcp-company-uibindings.csv,0.97,0.39,0.75,0.47,0.54,0.74,0.29,0.34,0.43,0.08,0.18,0.28,0.84,0.11,0.24,0.63,1.0,0.71
scenemonitor.csv,1.0,0.42,0.83,0.58,0.65,0.72,0.4,0.39,1.0,0.12,0.19,0.33,0.88,0.14,0.34,0.63,0.97,0.72
servicestack.csv,0.96,0.56,0.76,0.82,0.76,0.7,0.62,0.44,0.67,0.23,0.2,0.31,0.78,0.14,1.0,0.58,0.98,0.4
