,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.0,0.0,11.0,0.0,5.0,0.0,117.0,11.0,0.0,0.0,1.0
linux-ntfs.csv,0.0,2.0,1.0,0.0,3.0,0.0,117.0,5.0,0.0,0.0,0.0
olap-navigator.csv,0.0,0.0,9.0,2.0,8.0,0.0,65.0,13.0,43.0,5.0,0.0
phonon-vlc-mplayer.csv,1.0,0.0,0.0,2.0,14.0,0.0,45.0,5.0,3.0,1.0,2.0
qgis.csv,0.0,0.0,24.0,0.0,12.0,0.0,117.0,10.0,3.0,2.0,1.0
qse.csv,0.0,0.0,8.0,1.0,0.0,0.0,117.0,2.0,0.0,7.0,0.0
rebecca-aiml.csv,0.0,0.0,1.0,2.0,6.0,7.0,117.0,46.0,0.0,0.0,0.0
roller.csv,0.0,0.0,6.0,0.0,7.0,0.0,117.0,3.0,0.0,10.0,0.0
xapian.csv,0.0,0.0,5.0,1.0,5.0,0.0,117.0,18.0,2.0,0.0,0.0
zoolib.csv,0.0,0.0,0.0,0.0,0.0,2.0,117.0,0.0,0.0,2.0,1.0
