,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.83,0.75,0.65,0.78,0.39,0.32,0.56,0.67,0.52,0.65,0.57,0.55,0.4,0.62,0.68,0.53,0.75,0.67,0.22,0.57
buddata-ebxml-registry.csv,0.05,0.09,0.27,0.72,0.0,0.37,0.0,0.17,0.05,0.09,0.33,0.33,0.57,0.21,0.05,0.17,0.0,0.33,0.94,0.24
cornerstone.csv,0.57,0.36,0.5,0.51,0.28,0.33,0.09,0.43,0.05,0.04,0.72,0.2,0.48,0.51,0.6,0.37,0.55,0.26,0.33,0.11
emeraldemu.csv,0.69,0.61,0.69,0.41,0.15,0.16,0.45,0.7,0.37,0.57,0.54,0.69,0.54,0.53,0.55,0.45,0.77,0.47,0.34,0.52
jahshakafx.csv,0.81,0.76,0.73,0.77,0.3,0.26,0.51,0.73,0.5,0.52,0.62,0.61,0.53,0.68,0.7,0.58,0.76,0.51,0.45,0.71
jaolt.csv,0.82,0.6,0.73,0.53,0.35,0.4,0.64,0.6,0.6,0.43,0.5,0.54,0.65,0.49,0.63,0.55,0.73,0.48,0.57,0.62
kmess.csv,0.25,0.53,0.69,0.75,0.63,0.35,0.65,0.76,0.62,0.74,0.58,0.42,0.31,0.43,0.68,0.67,0.9,0.57,0.4,0.48
maya-work-in-progress.csv,0.69,0.67,0.71,0.5,0.59,0.55,0.69,0.68,0.61,0.84,0.33,0.59,0.53,0.62,0.67,0.6,0.6,0.71,0.68,0.58
mia.csv,0.31,0.41,0.31,0.61,0.07,0.28,0.48,0.45,0.44,0.56,0.44,0.78,0.18,0.68,0.15,0.35,0.75,0.43,0.11,0.33
mp-rechnungs-und-kundenverwaltung.csv,0.8,0.65,0.71,0.75,0.19,0.23,0.56,0.6,0.52,0.58,0.53,0.6,0.52,0.66,0.59,0.5,0.54,0.48,0.35,0.69
novembre.csv,0.67,0.66,0.11,0.31,0.28,0.32,0.74,0.51,0.51,0.43,0.38,0.0,0.48,0.6,0.65,0.42,0.97,0.47,0.54,0.6
ns-3.csv,0.74,0.73,0.56,0.57,0.42,0.67,0.36,0.4,0.59,0.45,0.54,0.42,0.6,0.64,0.5,0.4,0.35,0.61,0.58,0.52
nullc.csv,0.57,0.0,0.0,0.0,0.69,0.5,0.71,0.67,0.5,0.39,0.6,0.0,0.52,0.2,0.57,0.64,0.93,0.53,0.0,0.73
open-beos.csv,0.77,0.76,0.74,0.72,0.47,0.48,0.66,0.7,0.64,0.43,0.35,0.57,0.57,0.64,0.72,0.58,0.7,0.56,0.57,0.61
pixel-commandos.csv,0.02,0.5,0.18,0.41,0.17,0.17,0.31,0.13,0.1,0.04,0.05,0.0,0.18,0.22,0.24,0.28,0.99,0.2,0.27,0.21
plee-the-bear.csv,0.81,0.47,0.78,0.05,0.5,0.55,0.53,0.51,0.62,0.63,0.58,0.37,0.63,0.57,0.6,0.58,0.75,0.54,0.66,0.65
reaper-ecad.csv,0.55,0.24,0.44,0.69,0.31,0.04,0.0,0.4,0.18,0.04,0.24,0.2,0.29,0.0,0.49,0.3,0.29,0.2,0.18,0.06
unladen-swallow.csv,0.26,0.49,0.56,0.1,0.19,0.39,0.52,0.45,0.44,0.52,0.38,0.42,0.63,0.54,0.58,0.11,0.52,0.2,0.18,0.25
xmoto.csv,0.68,0.68,0.7,0.1,0.58,0.6,0.62,0.7,0.59,0.58,0.62,0.68,0.51,0.34,0.65,0.6,0.66,0.77,0.62,0.34
zxing.csv,0.66,0.65,0.73,0.46,0.43,0.27,0.55,0.54,0.4,0.36,0.52,0.51,0.63,0.52,0.67,0.54,0.75,0.47,0.41,0.79
