,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.42,0.93,0.66,0.69,0.6,0.5,0.5,0.41,0.16,0.36,0.22,0.61,0.58,0.37
biopax.csv,0.64,0.52,0.0,0.55,0.76,0.52,0.38,0.59,0.62,0.64,0.55,0.69,0.37,0.96
gnupdate.csv,0.51,0.57,0.35,0.61,0.53,0.29,1.0,0.11,0.23,0.38,0.13,0.6,0.6,0.2
les-indemodables.csv,0.36,0.37,0.68,0.56,0.54,0.25,0.35,0.21,0.34,0.68,0.39,0.88,0.4,0.36
openxava.csv,0.18,0.51,1.0,0.31,0.39,0.11,0.12,0.49,0.16,0.65,0.31,0.35,0.56,0.25
ppcboot.csv,0.62,0.51,0.5,0.55,0.55,0.99,0.39,0.21,0.54,0.36,0.39,0.56,0.5,0.45
repositorium.csv,0.47,0.5,0.57,0.39,0.38,0.32,0.48,0.85,0.16,0.13,0.43,0.13,0.27,0.33
rsyslog.csv,0.97,0.42,0.75,0.66,0.66,0.51,0.39,0.67,0.58,0.86,0.47,0.47,0.49,0.21
simplewebservices.csv,0.49,0.51,0.35,0.38,0.42,0.28,0.54,0.67,0.55,0.67,0.55,0.46,1.0,0.16
ultimairis.csv,0.63,0.37,0.43,0.48,0.6,0.59,0.59,0.67,0.95,0.54,0.45,0.63,0.58,0.53
vars-redux.csv,0.4,0.36,0.8,1.0,0.34,0.09,0.34,0.11,0.07,0.38,0.17,0.17,0.27,0.28
wow-qrsk.csv,0.66,0.53,0.44,0.35,0.97,0.62,0.66,0.0,0.27,0.65,0.06,0.17,0.52,0.48
wxstudio.csv,0.33,0.48,0.57,0.45,0.4,0.27,0.33,0.38,0.22,0.0,1.0,0.13,0.38,0.25
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
