,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.48,0.96,0.26,0.64,0.42,0.52,0.45,0.47,0.16,0.04,0.24,0.55,0.54,0.48
biopax.csv,0.65,0.4,0.2,0.61,0.44,0.54,0.22,0.21,0.48,0.07,0.51,0.6,0.58,0.97
gnupdate.csv,0.6,0.46,0.2,0.58,0.41,0.38,1.0,0.13,0.29,0.22,0.17,0.56,0.58,0.29
les-indemodables.csv,0.44,0.41,0.3,0.57,0.44,0.29,0.35,0.15,0.36,0.11,0.42,0.91,0.44,0.47
openxava.csv,0.27,0.42,1.0,0.32,0.32,0.15,0.17,0.24,0.17,0.07,0.38,0.44,0.51,0.33
ppcboot.csv,0.63,0.37,0.18,0.54,0.31,0.99,0.33,0.16,0.47,0.04,0.39,0.49,0.45,0.56
repositorium.csv,0.48,0.36,0.23,0.4,0.19,0.65,0.26,0.9,0.18,0.05,0.39,0.14,0.57,0.43
rsyslog.csv,0.98,0.34,0.38,0.6,0.41,0.53,0.27,0.26,0.45,0.1,0.47,0.48,0.48,0.28
simplewebservices.csv,0.52,0.42,0.21,0.37,0.22,0.34,0.41,0.25,0.41,0.1,0.5,0.43,1.0,0.22
ultimairis.csv,0.64,0.43,0.17,0.54,0.35,0.6,0.35,0.39,0.97,0.05,0.44,0.53,0.57,0.84
vars-redux.csv,0.5,0.33,0.42,1.0,0.24,0.13,0.24,0.15,0.12,0.18,0.22,0.2,0.29,0.39
wow-qrsk.csv,0.67,0.37,0.14,0.35,0.98,0.67,0.36,0.0,0.33,0.07,0.08,0.22,0.49,0.59
wxstudio.csv,0.34,0.34,0.24,0.42,0.23,0.3,0.2,0.14,0.22,0.0,0.99,0.12,0.4,0.32
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
