,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.25,0.0,0.44,0.39,0.29,0.64,0.13,0.02,0.19,0.38,0.31,0.72,0.39,0.1
biopax.csv,0.29,0.38,1.0,0.79,0.47,0.42,0.44,0.66,0.6,0.74,0.63,0.66,0.89,0.05
gnupdate.csv,0.08,0.33,0.21,0.37,0.2,0.06,0.0,0.03,0.07,0.04,0.14,0.26,0.27,0.0
les-indemodables.csv,0.08,0.1,0.36,0.24,0.18,0.23,0.09,0.15,0.16,0.28,0.24,0.02,0.16,0.05
openxava.csv,0.0,0.8,0.0,0.27,0.18,0.07,0.01,0.29,0.17,0.42,0.1,0.03,0.48,0.2
ppcboot.csv,0.38,0.45,0.51,0.33,0.48,0.02,0.19,0.14,0.3,0.38,0.33,0.37,0.62,0.35
repositorium.csv,0.62,0.48,0.41,0.3,0.75,0.91,0.77,0.0,0.12,0.97,0.49,0.28,0.93,0.65
rsyslog.csv,0.0,0.31,0.27,0.45,0.39,0.45,0.28,0.49,0.65,0.44,0.31,0.2,0.33,0.45
simplewebservices.csv,0.33,0.31,0.2,0.37,0.77,0.2,0.22,0.62,0.6,0.31,0.53,0.34,0.0,0.1
ultimairis.csv,0.42,0.89,0.84,0.81,0.72,0.47,0.43,0.21,0.0,0.69,0.76,0.54,0.72,0.8
vars-redux.csv,0.04,0.24,0.25,0.0,0.28,0.06,0.27,0.01,0.0,0.06,0.06,0.12,0.24,0.0
wow-qrsk.csv,0.58,0.67,0.76,0.31,0.0,0.67,0.56,0.0,0.09,0.43,0.18,0.06,0.38,0.3
wxstudio.csv,0.54,0.51,0.37,0.45,0.45,0.4,0.41,0.49,0.24,0.27,0.02,0.35,0.26,0.65
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
