,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.25,0.35,0.23,0.96,0.33,0.43,0.39,0.15,0.17,0.24
ffigo.csv,0.26,0.61,0.52,0.51,0.53,0.77,0.64,0.0,0.97,0.57
foursquared.csv,0.04,0.07,0.0,0.18,1.0,0.0,0.02,0.0,0.09,0.06
gebr.csv,0.5,0.4,0.99,0.59,0.56,0.58,0.56,0.45,0.57,0.68
ildjit.csv,0.98,0.06,0.02,0.0,0.1,0.04,0.05,0.0,0.0,0.0
jfreereport.csv,0.58,0.93,0.36,0.46,0.45,0.2,0.33,0.0,0.29,0.34
kml.csv,0.5,0.57,0.51,0.62,0.69,0.95,0.62,0.42,0.65,0.76
ng4j.csv,0.04,0.18,0.25,0.57,0.71,0.47,0.35,0.0,0.48,1.0
pcsx2.csv,0.27,0.6,0.62,0.52,0.75,0.64,0.99,0.28,0.62,0.23
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
