,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.27,0.33,0.95,1.0,0.54,0.64,0.9,0.14,0.85,0.67
ffigo.csv,0.11,0.15,0.84,0.33,0.46,0.67,0.71,0.0,1.0,0.28
foursquared.csv,0.5,0.26,0.0,0.75,1.0,0.0,1.0,0.0,1.0,0.5
gebr.csv,0.25,0.14,0.99,0.36,0.38,0.51,0.69,0.07,0.66,0.32
ildjit.csv,1.0,0.1,1.0,0.0,0.29,0.2,0.7,0.0,0.0,0.0
jfreereport.csv,0.25,0.99,0.58,0.3,0.36,0.29,0.57,0.0,0.58,0.21
kml.csv,0.22,0.15,0.92,0.37,0.42,1.0,0.74,0.09,0.71,0.36
ng4j.csv,0.2,0.18,1.0,0.42,0.57,0.79,0.84,0.0,0.82,1.0
pcsx2.csv,0.18,0.16,0.87,0.37,0.53,0.54,1.0,0.05,0.77,0.24
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
