,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,3.0,3.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,2.0
ffigo.csv,15.0,2.0,1.0,4.0,6.0,1.0,0.0,97.0,0.0,5.0
foursquared.csv,0.0,0.0,135.0,0.0,0.0,74.0,0.0,97.0,0.0,1.0
gebr.csv,9.0,2.0,0.0,6.0,10.0,0.0,0.0,37.0,0.0,11.0
ildjit.csv,0.0,29.0,0.0,65.0,2.0,3.0,2.0,97.0,119.0,78.0
jfreereport.csv,11.0,0.0,0.0,11.0,7.0,2.0,0.0,97.0,2.0,0.0
kml.csv,6.0,3.0,1.0,5.0,5.0,0.0,0.0,16.0,4.0,0.0
ng4j.csv,1.0,3.0,0.0,1.0,2.0,1.0,1.0,97.0,0.0,0.0
pcsx2.csv,6.0,0.0,0.0,4.0,1.0,2.0,0.0,21.0,0.0,9.0
wxjs.csv,125.0,1341.0,135.0,65.0,69.0,74.0,271.0,0.0,119.0,78.0
