,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.22,0.23,0.6,0.53,0.67,0.32,0.48,0.75,0.81
bzbyte.csv,0.0,0.0,0.48,0.0,0.0,0.34,0.56,0.84,0.0
encog-java.csv,0.39,0.06,0.11,0.31,0.34,0.12,0.23,0.18,0.05
galaxium.csv,0.27,0.34,0.48,0.61,0.52,0.34,0.72,0.63,0.57
h2database.csv,0.33,0.42,0.18,0.61,0.33,0.18,0.36,0.46,0.22
haphazard.csv,0.2,0.1,0.54,0.49,0.39,0.5,0.29,0.55,0.51
jaql.csv,0.32,0.28,0.39,0.65,0.55,0.29,0.33,0.52,0.34
raven-monitoring.csv,0.23,0.2,0.61,0.5,0.1,0.4,0.42,0.71,0.42
v8.csv,0.04,0.25,0.49,0.42,0.5,0.24,0.39,0.35,0.9
