,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.33,1.0,0.92,0.72,0.56,0.67,0.56
ivatamasks.csv,0.23,0.17,0.87,1.0,0.55,0.73,0.46
ivataopenportal.csv,0.5,0.22,0.86,0.73,0.99,0.66,0.4
kolmafia.csv,0.39,0.27,0.91,0.85,0.6,1.0,0.54
mb-unit.csv,0.5,0.18,1.0,0.69,0.54,0.49,0.53
nova.csv,1.0,0.22,0.88,0.5,0.42,0.69,0.47
olex2.csv,0.33,0.15,0.87,0.73,0.62,0.63,0.98
