,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.31,0.95,0.19,0.21,0.14,0.47,0.4
ivatamasks.csv,0.85,0.95,0.7,0.99,0.5,0.7,0.97
ivataopenportal.csv,0.38,0.1,0.58,0.48,0.98,0.57,0.35
kolmafia.csv,0.69,0.29,0.3,0.47,0.34,0.98,0.32
mb-unit.csv,0.15,0.62,1.0,0.97,0.89,0.51,0.77
nova.csv,0.92,0.52,0.21,0.05,0.07,0.19,0.3
olex2.csv,0.23,0.71,0.65,0.77,0.48,0.68,0.97
