,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.35,0.31,0.38,0.38,0.47,0.66,0.25,0.46,0.07,0.47,0.14,0.72,0.93
aubit4gl.csv,0.06,0.4,0.38,0.18,0.33,0.18,0.68,0.25,0.0,0.22,0.43,0.68,0.07
bionote.csv,0.33,0.4,0.2,0.22,0.33,0.42,0.05,0.59,0.32,0.17,0.76,0.23,0.11
liferea.csv,0.59,0.71,0.0,0.52,0.56,0.64,0.18,0.34,0.21,0.55,0.0,0.18,0.36
opensim4opencog.csv,0.6,0.8,0.33,0.67,0.68,0.63,0.6,0.52,0.07,0.63,0.62,0.48,0.5
pclasses.csv,0.62,0.81,0.0,0.49,0.09,0.0,0.02,0.34,0.0,0.06,0.0,0.35,0.36
plearn.csv,0.68,0.8,0.37,0.55,0.66,0.69,0.07,0.52,0.27,0.5,0.0,0.38,0.3
psrchive.csv,0.62,0.21,0.7,0.35,0.8,0.48,0.57,0.44,0.0,0.5,0.42,0.71,0.0
re2c.csv,0.4,0.21,1.0,0.48,0.55,0.41,0.43,0.4,0.07,0.46,0.27,0.7,0.83
rebecca-aiml.csv,0.31,0.0,0.66,0.22,0.6,0.6,0.63,0.41,0.22,0.62,0.54,0.87,0.58
thrust.csv,0.06,0.0,0.52,0.13,0.09,0.1,0.07,0.37,0.52,0.22,0.39,0.32,0.11
tzod.csv,0.65,0.31,0.36,0.58,0.64,0.72,0.58,0.47,0.21,0.53,0.29,0.24,0.13
yaprm.csv,0.65,0.39,0.35,0.42,0.53,0.1,0.49,0.34,0.33,0.69,0.51,0.16,0.0
