,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.98,1.0,0.97,1.0,0.97,1.0,1.0,0.98,1.0,1.0,0.97,0.88,1.0,0.02
columba.csv,0.57,0.54,0.52,0.59,0.67,0.5,0.77,0.66,0.41,0.64,0.43,0.7,0.46,0.62
encog-cs.csv,0.98,0.9,0.9,0.43,0.83,0.63,0.98,0.83,0.91,0.99,0.97,0.88,0.98,0.96
fido.csv,0.9,1.0,1.0,1.0,0.94,1.0,0.13,0.97,1.0,0.77,0.85,1.0,0.66,1.0
flexpay.csv,0.68,0.76,0.77,0.87,0.58,0.66,0.68,0.74,0.67,0.66,0.63,0.56,0.52,0.29
fluent-nhibernate.csv,0.44,0.74,0.52,0.58,0.6,0.65,0.79,0.81,0.81,0.18,0.64,0.8,0.71,1.0
geochat.csv,0.92,1.0,0.76,0.96,0.76,0.9,1.13,0.82,0.71,0.84,0.84,0.5,0.79,1.05
gpsmid.csv,0.31,0.86,0.93,0.97,0.61,0.84,0.6,0.85,0.59,0.26,0.59,0.99,0.56,0.83
k3d.csv,0.96,0.94,0.27,0.94,0.96,0.81,1.04,0.9,1.02,0.66,0.81,0.87,0.79,1.0
m-a-d-n-e-s-s.csv,0.76,0.94,0.82,0.76,0.78,0.38,0.77,0.74,0.81,0.45,0.57,0.84,0.83,0.54
mob-sen-plat.csv,0.78,0.44,0.53,0.75,0.93,0.71,0.83,0.77,0.7,0.75,0.46,0.73,0.55,0.9
ninject.csv,0.62,0.91,0.83,0.85,0.7,0.72,0.58,0.42,0.16,0.59,0.76,0.66,0.59,0.88
uface.csv,0.55,0.62,0.82,0.72,0.72,0.9,0.83,0.94,0.89,0.56,0.56,0.81,0.11,0.81
v8.csv,0.76,0.92,0.77,0.85,0.72,0.82,0.71,0.28,0.94,0.51,0.77,0.62,0.78,1.04
