,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,52.0,2.0,183.0,17.0,84.0,106.0,0.0,59.0,183.0,1.0,4.0,161.0,0.0
columba.csv,0.0,1.0,8.0,0.0,0.0,1.0,3.0,0.0,2.0,18.0,3.0,2.0,5.0,7.0
encog-cs.csv,7.0,5.0,0.0,0.0,2.0,3.0,21.0,0.0,31.0,51.0,4.0,15.0,0.0,24.0
fido.csv,0.0,52.0,205.0,183.0,2.0,84.0,2.0,0.0,59.0,7.0,0.0,127.0,0.0,56.0
flexpay.csv,2.0,5.0,0.0,15.0,1.0,0.0,7.0,1.0,16.0,2.0,0.0,4.0,0.0,3.0
fluent-nhibernate.csv,0.0,1.0,2.0,2.0,24.0,0.0,15.0,0.0,6.0,2.0,1.0,1.0,0.0,56.0
geochat.csv,4.0,52.0,34.0,0.0,28.0,1.0,106.0,0.0,14.0,7.0,4.0,0.0,0.0,56.0
gpsmid.csv,0.0,6.0,0.0,16.0,2.0,4.0,12.0,0.0,9.0,4.0,1.0,16.0,0.0,15.0
k3d.csv,1.0,0.0,3.0,1.0,6.0,8.0,106.0,0.0,59.0,13.0,7.0,0.0,5.0,56.0
m-a-d-n-e-s-s.csv,0.0,0.0,12.0,1.0,17.0,3.0,9.0,0.0,7.0,11.0,3.0,2.0,2.0,0.0
mob-sen-plat.csv,3.0,0.0,16.0,10.0,2.0,6.0,10.0,1.0,20.0,20.0,5.0,12.0,1.0,20.0
ninject.csv,1.0,3.0,47.0,0.0,11.0,4.0,16.0,0.0,0.0,12.0,6.0,4.0,0.0,5.0
uface.csv,2.0,1.0,0.0,10.0,0.0,4.0,11.0,0.0,27.0,17.0,2.0,6.0,0.0,15.0
v8.csv,6.0,2.0,44.0,11.0,1.0,4.0,14.0,0.0,31.0,11.0,10.0,5.0,10.0,56.0
