,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.12,0.55,0.52,0.99,0.41,0.05,0.21,0.14,0.47,0.43,0.19,0.88
autowikibrowser.csv,0.24,0.65,0.6,0.46,0.67,0.14,0.23,0.24,0.52,1.0,0.37,0.7
cities3d.csv,0.2,0.43,0.8,0.3,0.67,1.0,0.5,0.25,0.67,0.75,0.31,0.0
firebird.csv,0.17,0.58,1.0,0.43,0.61,0.11,0.13,0.13,0.54,0.6,0.27,0.81
hydrogen.csv,0.18,0.44,0.55,0.42,0.35,0.11,1.0,0.29,0.55,0.46,0.33,0.7
lphant.csv,0.16,0.44,0.5,0.36,0.57,0.12,0.2,0.36,1.0,0.56,0.22,0.88
qgo.csv,0.12,1.0,0.67,0.51,0.84,0.09,0.26,0.38,0.49,0.54,0.4,0.73
quickfast.csv,0.17,0.56,0.56,0.4,0.59,0.1,0.24,0.19,0.49,0.54,0.33,1.0
rhex.csv,1.0,0.55,0.53,0.44,0.55,0.29,0.75,1.0,0.8,0.57,0.6,1.0
rocrail.csv,0.17,0.86,0.67,0.69,0.8,0.32,0.71,0.4,0.0,1.0,1.0,0.75
xined.csv,0.12,0.5,0.55,0.35,0.5,0.26,0.15,1.0,0.71,0.31,0.3,0.75
yield.csv,0.14,0.58,0.6,0.4,1.0,0.1,0.29,0.19,0.5,0.64,0.29,0.76
