,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,99.0,98.5,1139.5,285.0,97.5,99.0,99.0,188.0,1655.5,490.0,281.5,2914.0,97.5,92.5,96.5
grafx2.csv,99.0,99.0,1034.0,90.5,97.5,99.0,98.5,188.0,733.5,1909.0,281.5,3263.0,97.5,88.5,98.5
keyczar.csv,762.5,97.5,1430.5,391.0,286.0,294.0,99.0,89.5,1609.0,1688.5,284.0,0.0,83.5,98.5,92.5
lmms.csv,99.0,99.0,372.0,490.0,97.5,99.0,99.0,387.0,1658.0,588.5,281.5,2302.5,98.5,98.5,98.5
lufa-lib.csv,99.0,99.0,1630.0,391.5,97.5,198.0,99.0,971.5,643.0,659.0,263.0,623.0,98.5,98.5,98.5
netatalk.csv,99.0,99.0,747.5,279.0,97.5,99.0,179.0,1067.0,536.0,1320.5,359.0,2446.5,98.5,98.5,98.5
openmeetings.csv,99.0,98.5,278.5,180.0,97.5,99.0,99.0,92.5,733.0,948.5,281.5,1360.0,94.5,70.5,98.5
openxava.csv,99.0,71.5,380.5,91.5,97.5,99.0,99.0,190.0,1558.5,1309.5,185.0,456.0,98.5,98.5,98.5
pgui.csv,809.5,95.5,1328.5,579.5,97.5,0.0,4.5,286.5,263.5,588.5,281.5,0.0,98.5,98.5,98.5
qpe.csv,99.0,195.5,473.0,91.5,97.5,99.0,96.5,188.0,541.0,588.5,281.5,2981.5,98.5,96.5,96.5
quickfast.csv,99.0,99.0,1231.0,391.0,97.5,99.0,99.0,190.0,2120.5,588.5,281.5,4059.5,98.5,96.5,98.5
rsyslog.csv,99.0,99.0,379.5,186.0,97.5,99.0,99.0,582.0,1004.5,588.5,359.0,4223.5,98.5,88.5,96.5
sylpheed-claws.csv,99.0,99.0,1328.5,490.0,97.5,99.0,99.0,873.5,1282.0,588.5,380.5,4057.5,98.5,98.5,98.5
xqilla.csv,179.0,193.0,1301.5,10.5,94.5,1626.5,96.5,79.5,802.5,1371.5,272.0,68.5,96.5,93.5,189.0
yale.csv,99.0,99.0,256.5,490.0,97.5,387.0,893.0,191.0,1101.0,588.5,380.5,2317.5,98.5,88.5,96.5
