,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.59,0.33,0.72,0.53,0.58,1.0,0.93,0.0,0.26,0.84,0.57,0.5,0.14,0.56,0.39,1.0,0.65
bionote.csv,0.52,0.22,0.92,0.37,0.54,1.0,0.79,0.23,0.38,0.8,0.48,0.29,0.41,0.69,0.43,1.0,0.76
bullet.csv,0.46,0.09,0.6,0.45,0.41,0.9,0.88,0.15,0.26,0.88,0.27,0.21,0.12,0.63,0.31,1.0,0.7
dxengine.csv,0.5,0.23,0.57,0.33,0.59,0.58,0.84,0.11,0.25,0.84,0.4,0.45,0.17,0.0,0.28,1.0,0.55
emono.csv,0.47,0.11,0.71,0.38,0.4,0.82,0.76,0.26,0.22,0.85,0.33,0.19,0.06,0.54,0.42,0.98,0.76
findbugs.csv,0.64,0.23,0.71,0.43,0.39,0.89,0.79,0.23,0.39,0.84,0.18,0.21,0.16,0.69,0.53,0.98,0.82
hazelcast.csv,0.6,0.14,0.63,0.42,0.44,1.0,0.78,0.17,0.33,0.81,0.43,0.25,0.17,0.63,0.35,1.0,0.61
jedit.csv,0.78,0.11,0.63,0.41,0.34,0.85,0.76,0.13,0.27,0.82,0.3,0.19,0.14,0.65,0.38,0.98,0.65
jmonkeyengine.csv,0.33,0.1,0.56,0.44,0.4,0.91,0.76,0.17,0.55,0.87,0.1,0.18,0.21,0.54,0.7,0.96,0.67
kolmafia.csv,0.46,0.13,0.65,0.4,0.38,0.97,0.79,0.15,0.29,0.81,0.31,0.17,0.15,0.78,0.36,1.0,0.66
lamp.csv,0.67,0.22,0.76,0.4,0.48,0.95,0.79,0.19,0.38,0.83,0.47,0.25,0.27,0.55,0.43,1.0,0.66
lcfizvtop.csv,0.54,0.13,0.67,0.49,0.42,1.0,0.88,0.08,0.26,0.82,0.48,0.44,0.16,0.58,0.32,1.0,0.63
onotoa.csv,0.4,0.07,0.55,0.56,0.17,0.81,0.74,0.09,0.27,0.85,0.26,0.08,0.12,0.4,0.34,0.97,0.72
openintents.csv,0.43,0.09,0.61,0.59,0.24,0.94,0.76,0.11,0.25,0.77,0.24,0.14,0.16,0.56,0.38,0.98,0.62
qlc.csv,0.79,0.29,0.71,0.5,0.44,1.0,0.78,0.19,0.37,0.81,0.38,0.3,0.23,0.69,0.39,1.0,0.75
triplea.csv,0.51,0.11,0.73,0.43,0.38,0.85,0.83,0.17,0.31,0.83,0.4,0.22,0.13,0.52,0.38,0.98,0.64
