,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.25,0.0,0.32,0.24,0.62,0.6
kftpgrabber.csv,0.53,0.7,1.0,0.59,0.75,0.0,0.74
kindb.csv,0.48,0.53,0.96,0.43,1.0,0.08,0.76
m-a-d-n-e-s-s.csv,0.47,0.62,0.82,0.69,0.42,0.28,0.79
netatalk.csv,0.24,0.38,0.79,0.36,0.45,0.25,0.75
quickfast.csv,0.2,0.31,0.9,0.39,0.3,0.27,0.82
wow-qrsk.csv,0.45,0.38,0.0,0.54,0.32,0.21,1.0
