,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.72,0.0,0.97,0.86,0.76,1.0
kftpgrabber.csv,0.41,0.28,0.09,0.9,0.21,0.0,0.3
kindb.csv,0.6,0.64,0.79,0.83,0.14,0.06,0.34
m-a-d-n-e-s-s.csv,0.46,0.72,0.94,0.37,0.79,0.29,0.4
netatalk.csv,0.65,0.56,0.65,0.5,0.71,0.59,0.64
quickfast.csv,0.88,1.0,0.53,0.93,0.71,0.94,0.77
wow-qrsk.csv,0.82,0.4,0.0,0.43,0.93,0.47,0.09
