,f1,g,recall,precision,pf,wins
aufs.csv,0.35,0.4,0.45,0.29,0.33,8
bscwweasel.csv,0.35,0.43,0.42,0.33,0.2,12
capcode.csv,0.24,0.42,0.38,0.33,0.27,4
emite.csv,0.23,0.45,0.43,0.26,0.32,3
extprosys.csv,0.37,0.47,0.93,0.25,0.78,10
lamp.csv,0.38,0.5,0.7,0.31,0.73,7
retromenu.csv,0.3,0.41,0.36,0.4,0.21,11
smbopensoft.csv,0.35,0.46,0.81,0.26,0.69,9
snakeyaml.csv,0.29,0.29,0.25,0.36,0.16,2
stuproa-cims.csv,0.29,0.3,0.26,0.35,0.07,5
ta3d.csv,0.22,0.19,0.16,0.25,0.06,0
thout.csv,0.4,0.2,0.89,0.28,0.95,1
vrjuggler.csv,0.36,0.43,0.68,0.32,0.65,6
