,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.02,0.1,0.35,0.18,0.43,0.36,0.25,0.55,0.41,0.13,0.1,0.57,0.46
bscwweasel.csv,0.08,0.21,0.41,0.43,0.51,0.3,0.29,0.0,0.41,0.35,0.4,0.35,0.15
capcode.csv,0.06,0.21,0.38,0.24,0.39,0.09,0.48,0.24,0.34,0.0,0.23,0.49,0.43
emite.csv,0.68,0.13,0.19,0.08,0.23,0.38,0.0,0.53,0.17,0.33,0.2,0.64,0.54
extprosys.csv,0.66,0.17,0.38,0.28,0.55,0.53,0.29,0.1,0.37,0.35,0.24,0.54,0.58
lamp.csv,0.61,0.38,0.3,0.2,0.46,0.42,0.26,0.48,0.46,0.38,0.22,0.38,0.81
retromenu.csv,0.21,0.23,0.41,0.24,0.73,0.29,0.3,0.51,0.21,0.21,0.36,0.31,0.54
smbopensoft.csv,0.78,0.18,0.36,0.19,0.46,0.35,0.23,0.48,0.29,0.32,0.24,0.59,0.77
snakeyaml.csv,0.6,0.12,0.37,0.24,0.44,0.34,0.08,0.29,0.25,0.0,0.45,0.06,0.45
stuproa-cims.csv,0.0,0.24,0.38,0.29,0.56,0.0,0.21,0.5,0.55,0.0,0.3,0.43,0.0
ta3d.csv,0.0,0.22,0.3,0.13,0.57,0.0,0.17,0.0,0.25,0.41,0.06,0.33,0.67
thout.csv,0.64,0.18,0.47,0.22,0.39,0.44,0.26,0.48,0.4,0.36,0.25,0.58,0.69
vrjuggler.csv,0.64,0.17,0.3,0.19,0.41,0.39,0.16,0.36,0.35,0.46,0.17,0.64,0.61
