,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.09,0.05,0.33,0.88,0.6,0.25,0.73,0.24,0.41,0.22,0.58,0.8,0.12
bscwweasel.csv,0.01,0.16,0.28,0.19,0.31,0.54,0.25,0.0,0.45,0.2,0.16,0.28,0.06
capcode.csv,0.01,0.77,0.86,0.78,0.27,0.07,0.28,0.08,0.15,0.08,0.86,0.62,0.12
emite.csv,0.69,0.69,0.08,0.2,0.38,0.78,0.3,0.3,0.13,0.32,0.3,0.35,0.38
extprosys.csv,1.0,0.98,0.9,0.69,0.78,0.25,0.85,0.0,0.77,1.0,0.86,0.65,0.25
lamp.csv,0.87,0.16,0.62,0.73,0.93,0.56,0.76,1.0,0.35,0.9,0.58,0.5,1.0
retromenu.csv,0.03,0.3,0.13,0.16,0.22,0.13,0.39,0.39,0.19,0.46,0.21,0.05,0.38
smbopensoft.csv,0.2,0.98,0.86,0.47,0.87,0.24,0.49,0.89,0.35,0.61,0.81,0.72,0.69
snakeyaml.csv,0.11,0.27,0.22,0.11,0.31,0.14,0.17,0.14,0.28,0.05,0.16,0.02,0.38
stuproa-cims.csv,0.0,0.01,0.24,0.15,0.51,0.01,0.07,0.49,0.15,0.0,0.07,0.22,0.0
ta3d.csv,0.0,0.02,0.4,0.06,0.49,0.0,0.14,0.0,0.05,0.66,0.02,0.25,0.44
thout.csv,0.76,0.99,0.26,0.08,0.71,0.99,0.99,0.98,0.96,0.97,0.77,0.95,0.88
vrjuggler.csv,0.98,0.84,0.84,0.92,0.58,0.72,0.65,0.11,0.3,0.41,0.5,0.68,0.5
