,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.45,0.62,0.57,0.64,0.53,0.61,0.2,0.21,0.28,0.43
array4j.csv,0.84,0.4,0.48,0.43,0.11,0.37,0.34,0.56,0.12,0.13
beast-mcmc.csv,0.69,0.74,0.45,0.64,0.66,0.68,0.26,0.49,0.49,0.52
continuum-ide.csv,0.0,0.15,0.15,0.75,0.28,0.23,0.3,0.18,0.34,0.09
jam-daq.csv,0.92,0.65,0.23,0.38,0.74,0.28,0.26,0.42,0.29,0.35
l2j.csv,0.69,0.56,0.32,0.63,0.62,0.57,0.56,0.53,0.5,0.75
nodal.csv,0.0,0.36,0.48,0.52,0.25,0.49,0.64,0.21,0.41,0.12
projectfactory.csv,0.0,0.56,0.59,0.6,0.35,0.52,0.3,0.58,0.48,0.62
roolo.csv,0.61,0.57,0.62,0.45,0.56,0.51,0.39,0.52,0.75,0.43
