,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.96,0.9,0.77,0.72,0.76,0.9,0.02,0.8,0.68,0.69,1.11,0.71,0.66,0.69,1.03
bscwweasel.csv,0.73,1.0,0.82,0.0,0.73,0.92,0.92,0.89,0.87,0.86,1.0,1.0,0.76,0.93,1.01
capcode.csv,0.99,0.93,0.78,0.92,1.0,0.0,0.92,0.86,0.93,0.77,1.0,0.95,1.0,0.94,1.01
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
emite.csv,0.96,0.86,0.55,0.76,0.73,0.89,0.68,0.79,0.75,0.8,0.72,0.03,0.89,0.87,1.05
fluent-nhibernate.csv,1.0,0.93,0.93,0.75,0.67,1.0,0.66,0.69,0.85,0.89,0.68,0.88,0.06,0.83,1.0
lamp.csv,0.99,0.14,0.87,0.75,0.73,0.86,0.92,0.95,0.66,0.68,0.68,0.97,0.42,0.91,1.06
mecat.csv,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,0.96,0.94,0.0,1.0,1.0,1.0,1.0
nodal.csv,0.97,0.69,0.74,0.84,0.58,0.77,0.78,0.93,0.0,0.71,0.68,0.79,0.71,0.94,0.84
pydev.csv,0.51,0.93,0.61,0.62,0.44,0.86,0.88,0.66,0.59,0.03,0.7,0.83,0.79,1.01,0.59
retromenu.csv,0.99,0.86,0.73,0.75,0.05,0.72,0.95,0.87,0.82,0.69,0.37,0.94,0.71,0.97,0.37
smbopensoft.csv,0.06,0.64,0.55,0.62,0.48,0.74,0.68,0.78,0.68,0.76,0.67,0.71,0.55,0.71,0.67
stuproa-cims.csv,0.99,0.7,0.75,0.56,0.87,0.62,0.82,0.11,0.78,0.71,0.77,0.66,0.5,0.79,0.71
thout.csv,0.71,0.81,0.14,0.88,0.95,0.87,0.82,0.91,0.73,0.8,0.93,0.79,0.89,1.05,0.49
uface.csv,0.98,0.95,0.83,0.48,0.85,0.79,0.95,0.78,0.81,0.8,0.78,0.61,0.69,0.02,1.06
