,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.57,0.06,0.24,0.12,0.33,0.09,1.0,0.22,0.29,0.38,0.0,0.46,0.1,0.68,0.0
bscwweasel.csv,0.87,0.0,0.73,1.0,0.5,0.11,0.69,0.4,0.6,0.71,0.0,0.0,0.57,1.0,0.0
capcode.csv,1.0,0.12,0.37,0.07,0.0,1.0,0.82,0.44,0.17,0.3,0.0,0.25,0.0,0.5,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.8,0.09,0.33,0.12,0.3,0.08,0.79,0.22,0.46,0.29,0.06,0.97,0.05,0.53,0.0
fluent-nhibernate.csv,0.0,0.12,0.5,0.5,0.42,0.0,0.82,0.3,0.19,0.67,0.12,0.31,1.0,0.61,0.0
lamp.csv,0.5,0.92,0.24,0.38,0.5,0.12,0.82,0.6,0.57,0.55,0.1,0.33,0.53,0.83,0.0
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,1.0,0.67,1.0,0.0,0.0,0.0,0.0
nodal.csv,1.0,0.13,0.4,0.1,0.69,0.19,0.86,0.15,1.0,0.43,0.12,0.54,0.24,0.47,0.07
pydev.csv,0.65,0.17,0.45,0.15,0.49,0.11,0.65,0.32,0.38,1.0,0.07,0.43,0.11,0.44,0.12
retromenu.csv,1.0,0.4,0.5,0.38,1.0,0.17,0.75,0.78,0.25,0.39,0.18,0.67,0.36,1.0,0.2
smbopensoft.csv,0.98,0.12,0.32,0.18,0.46,0.15,0.75,0.24,0.38,0.33,0.07,0.53,0.14,0.76,0.11
stuproa-cims.csv,0.49,0.1,0.24,0.19,0.35,0.18,0.72,1.0,0.26,0.38,0.06,0.47,0.15,0.69,0.12
thout.csv,0.6,0.09,0.97,0.1,0.24,0.12,0.74,0.27,0.26,0.32,0.04,0.43,0.05,0.47,0.15
uface.csv,0.49,0.1,0.25,0.21,0.34,0.16,0.74,0.27,0.25,0.33,0.06,0.51,0.12,1.0,0.03
