,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.03,0.26,0.25,0.52,0.27,0.61,0.0,0.53,0.59,0.36,0.48,0.65,0.47,0.43,0.23
bscwweasel.csv,0.04,0.05,0.02,0.0,0.13,0.11,0.1,0.06,0.03,0.03,0.07,0.02,0.02,0.0,0.17
capcode.csv,0.0,0.05,0.12,0.19,0.02,0.0,0.05,0.07,0.16,0.51,0.02,0.15,0.05,0.13,0.17
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emite.csv,0.01,0.81,0.36,0.3,0.51,0.32,0.28,0.49,0.11,0.35,0.28,0.02,0.34,0.39,0.31
fluent-nhibernate.csv,0.0,0.05,0.02,0.04,0.24,0.04,0.23,0.34,0.33,0.03,0.12,0.28,0.0,0.28,0.02
lamp.csv,0.01,0.01,0.13,0.06,0.13,0.2,0.05,0.01,0.1,0.14,0.15,0.05,0.05,0.04,0.35
mecat.csv,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.1
nodal.csv,0.0,0.26,0.12,0.25,0.09,0.18,0.1,0.19,0.0,0.23,0.12,0.15,0.1,0.17,0.25
pydev.csv,0.31,0.04,0.15,0.47,0.4,0.7,0.23,0.62,0.29,0.0,0.7,0.2,0.19,0.72,0.56
retromenu.csv,0.0,0.02,0.08,0.06,0.0,0.27,0.05,0.01,0.24,0.67,0.15,0.02,0.05,0.0,0.31
smbopensoft.csv,0.02,0.47,0.37,0.28,0.42,0.32,0.44,0.33,0.21,0.32,0.67,0.22,0.36,0.2,0.31
stuproa-cims.csv,0.99,0.56,0.71,0.34,0.87,0.52,0.77,0.0,0.71,0.68,0.77,0.48,0.49,0.78,0.71
thout.csv,0.21,0.73,0.01,0.79,0.84,0.8,0.79,0.91,0.62,0.71,0.87,0.75,0.34,0.85,0.44
uface.csv,0.98,0.95,0.83,0.47,0.84,0.79,0.95,0.73,0.75,0.75,0.78,0.55,0.68,0.0,0.69
